Iteration	Posterior	Likelihood	Prior	bd
0	-186.8348	0	-186.8348	[ [ 21.7909, 0.0000 ] ,
  [ 6.5563, 0.0000 ] ,
  [ 7.6989, 0.0000 ] ,
  [ 10.8965, 0.0000 ] ,
  [ 10.2660, 0.0000 ] ,
  [ 9.2323, 0.0000 ] ,
  [ 15.0488, 3.3245 ] ,
  [ 16.9233, 0.0344 ] ,
  [ 7.8623, 0.1894 ] ,
  [ 13.9566, 0.0000 ] ,
  [ 4.9666, 0.0000 ] ,
  [ 9.4417, 0.0000 ] ]
10000	-21.12983	0	-21.12983	[ [ 10.1251, 0.0000 ] ,
  [ 2.8999, 0.0000 ] ,
  [ 0.6625, 0.0000 ] ,
  [ 1.3003, 0.0000 ] ,
  [ 1.4244, 0.0000 ] ,
  [ 2.8083, 0.0000 ] ,
  [ 7.8156, 4.4453 ] ,
  [ 7.6476, 1.7581 ] ,
  [ 2.1410, 0.4838 ] ,
  [ 1.3563, 0.0000 ] ,
  [ 0.9406, 0.0000 ] ,
  [ 1.9644, 0.0000 ] ]
20000	-35.31257	0	-35.31257	[ [ 11.0150, 0.0000 ] ,
  [ 2.1827, 0.0000 ] ,
  [ 1.8746, 0.0000 ] ,
  [ 2.0239, 0.0000 ] ,
  [ 1.8710, 0.0000 ] ,
  [ 2.9836, 0.0000 ] ,
  [ 6.5813, 3.8352 ] ,
  [ 7.6243, 0.5791 ] ,
  [ 3.6390, 0.4291 ] ,
  [ 4.6412, 0.0000 ] ,
  [ 7.0087, 0.0000 ] ,
  [ 1.7653, 0.0000 ] ]
30000	-20.90957	0	-20.90957	[ [ 11.7495, 0.0000 ] ,
  [ 2.2094, 0.0000 ] ,
  [ 1.8249, 0.0000 ] ,
  [ 1.7087, 0.0000 ] ,
  [ 1.4703, 0.0000 ] ,
  [ 2.0039, 0.0000 ] ,
  [ 7.1940, 5.4638 ] ,
  [ 5.4584, 0.8305 ] ,
  [ 1.4914, 0.0913 ] ,
  [ 2.8099, 0.0000 ] ,
  [ 2.0677, 0.0000 ] ,
  [ 2.4712, 0.0000 ] ]
40000	-25.7553	0	-25.7553	[ [ 11.5853, 0.0000 ] ,
  [ 5.9374, 0.0000 ] ,
  [ 4.0952, 0.0000 ] ,
  [ 1.0996, 0.0000 ] ,
  [ 1.1324, 0.0000 ] ,
  [ 0.4558, 0.0000 ] ,
  [ 8.0413, 5.4989 ] ,
  [ 11.0005, 0.3320 ] ,
  [ 5.6545, 0.9501 ] ,
  [ 3.8460, 0.0000 ] ,
  [ 1.2084, 0.0000 ] ,
  [ 1.7522, 0.0000 ] ]
