Iteration	Posterior	Likelihood	Prior	bd
0	-184.5628	0	-184.5628	[ [ 17.0860, 2.6531 ] ,
  [ 18.6532, 0.0000 ] ,
  [ 10.9167, 0.0000 ] ,
  [ 15.7499, 0.0000 ] ,
  [ 17.4541, 0.0000 ] ,
  [ 19.0578, 7.4982 ] ,
  [ 15.6267, 0.0000 ] ,
  [ 9.5313, 3.8035 ] ,
  [ 18.7261, 0.0000 ] ,
  [ 2.9385, 0.0000 ] ]
10000	-42.15961	0	-42.15961	[ [ 9.3606, 2.1816 ] ,
  [ 12.9151, 0.0000 ] ,
  [ 2.1679, 0.0000 ] ,
  [ 10.7339, 0.0000 ] ,
  [ 9.1853, 0.0000 ] ,
  [ 10.8611, 9.0720 ] ,
  [ 11.4137, 0.0000 ] ,
  [ 6.5167, 3.9009 ] ,
  [ 8.1554, 0.0000 ] ,
  [ 0.6067, 0.0000 ] ]
20000	-28.44291	0	-28.44291	[ [ 8.2202, 1.7578 ] ,
  [ 7.3610, 0.0000 ] ,
  [ 3.6935, 0.0000 ] ,
  [ 8.4330, 0.0000 ] ,
  [ 9.0273, 0.0000 ] ,
  [ 8.4336, 7.7739 ] ,
  [ 7.6800, 0.0000 ] ,
  [ 6.8597, 5.1575 ] ,
  [ 9.1958, 0.0000 ] ,
  [ 6.0376, 0.0000 ] ]
30000	-32.8246	0	-32.8246	[ [ 8.5290, 0.7484 ] ,
  [ 10.6133, 0.0000 ] ,
  [ 0.6559, 0.0000 ] ,
  [ 8.2988, 0.0000 ] ,
  [ 7.2952, 0.0000 ] ,
  [ 11.0885, 7.9474 ] ,
  [ 9.4359, 0.0000 ] ,
  [ 7.1757, 3.0273 ] ,
  [ 7.1701, 0.0000 ] ,
  [ 1.8458, 0.0000 ] ]
40000	-34.26825	0	-34.26825	[ [ 7.9963, 0.8470 ] ,
  [ 7.8889, 0.0000 ] ,
  [ 3.1752, 0.0000 ] ,
  [ 10.8991, 0.0000 ] ,
  [ 10.0289, 0.0000 ] ,
  [ 8.5016, 7.6534 ] ,
  [ 8.3012, 0.0000 ] ,
  [ 9.1429, 6.4482 ] ,
  [ 8.3636, 0.0000 ] ,
  [ 6.4559, 0.0000 ] ]
50000	-32.59734	0	-32.59734	[ [ 8.0412, 1.5191 ] ,
  [ 8.5123, 0.0000 ] ,
  [ 2.7771, 0.0000 ] ,
  [ 8.0209, 0.0000 ] ,
  [ 7.1947, 0.0000 ] ,
  [ 10.7138, 8.4431 ] ,
  [ 8.4498, 0.0000 ] ,
  [ 6.6016, 4.1892 ] ,
  [ 8.9233, 0.0000 ] ,
  [ 2.6734, 0.0000 ] ]
60000	-32.34492	0	-32.34492	[ [ 12.0004, 1.8293 ] ,
  [ 9.9979, 0.0000 ] ,
  [ 1.9876, 0.0000 ] ,
  [ 7.4585, 0.0000 ] ,
  [ 8.0092, 0.0000 ] ,
  [ 7.5876, 6.6691 ] ,
  [ 10.3653, 0.0000 ] ,
  [ 7.3279, 4.9884 ] ,
  [ 10.2077, 0.0000 ] ,
  [ 0.3291, 0.0000 ] ]
