Iteration	Posterior	Likelihood	Prior	bd
0	-138.0631	0	-138.0631	[ [ 28.1576, 0.0000 ] ,
  [ 15.4300, 0.0000 ] ,
  [ 19.1889, 0.0000 ] ,
  [ 13.3814, 0.0000 ] ,
  [ 9.1210, 0.8737 ] ,
  [ 9.1835, 0.0000 ] ,
  [ 20.6246, 0.0000 ] ,
  [ 16.2061, 0.0000 ] ,
  [ 22.3874, 6.1219 ] ,
  [ 18.2918, 0.0000 ] ,
  [ 11.7878, 0.0000 ] ,
  [ 13.9262, 0.0000 ] ,
  [ 21.4009, 0.0000 ] ,
  [ 4.4229, 1.2059 ] ]
10000	-36.39595	0	-36.39595	[ [ 12.9109, 0.0000 ] ,
  [ 2.2168, 0.0000 ] ,
  [ 6.1768, 0.0000 ] ,
  [ 2.7968, 0.0000 ] ,
  [ 3.6522, 0.3582 ] ,
  [ 4.0476, 0.0000 ] ,
  [ 7.4482, 0.0000 ] ,
  [ 2.2728, 0.0000 ] ,
  [ 5.4921, 3.6639 ] ,
  [ 5.8836, 0.0000 ] ,
  [ 2.0813, 0.0000 ] ,
  [ 9.0791, 0.0000 ] ,
  [ 6.9156, 0.0000 ] ,
  [ 3.7334, 1.5833 ] ]
20000	-34.67041	0	-34.67041	[ [ 14.0019, 0.0000 ] ,
  [ 0.8455, 0.0000 ] ,
  [ 8.9030, 0.0000 ] ,
  [ 2.6341, 0.0000 ] ,
  [ 4.6696, 2.9840 ] ,
  [ 1.1556, 0.0000 ] ,
  [ 7.9438, 0.0000 ] ,
  [ 0.7507, 0.0000 ] ,
  [ 8.2774, 5.1480 ] ,
  [ 7.3023, 0.0000 ] ,
  [ 1.5614, 0.0000 ] ,
  [ 6.0142, 0.0000 ] ,
  [ 5.6265, 0.0000 ] ,
  [ 4.4779, 3.1243 ] ]
30000	-34.35646	0	-34.35646	[ [ 16.2330, 0.0000 ] ,
  [ 4.4770, 0.0000 ] ,
  [ 5.2337, 0.0000 ] ,
  [ 2.9579, 0.0000 ] ,
  [ 1.3516, 0.0589 ] ,
  [ 1.3797, 0.0000 ] ,
  [ 4.9904, 0.0000 ] ,
  [ 0.4444, 0.0000 ] ,
  [ 6.8263, 4.5095 ] ,
  [ 7.3941, 0.0000 ] ,
  [ 4.9749, 0.0000 ] ,
  [ 5.8872, 0.0000 ] ,
  [ 8.8852, 0.0000 ] ,
  [ 4.2768, 1.1340 ] ]
40000	-34.77169	0	-34.77169	[ [ 10.2474, 0.0000 ] ,
  [ 2.5734, 0.0000 ] ,
  [ 7.8487, 0.0000 ] ,
  [ 2.8900, 0.0000 ] ,
  [ 4.2822, 2.5683 ] ,
  [ 5.1362, 0.0000 ] ,
  [ 10.0999, 0.0000 ] ,
  [ 3.7535, 0.0000 ] ,
  [ 6.2891, 4.1670 ] ,
  [ 6.6339, 0.0000 ] ,
  [ 1.9291, 0.0000 ] ,
  [ 5.3971, 0.0000 ] ,
  [ 6.3837, 0.0000 ] ,
  [ 4.8301, 2.7428 ] ]
50000	-34.96721	0	-34.96721	[ [ 13.0106, 0.0000 ] ,
  [ 3.3796, 0.0000 ] ,
  [ 4.9329, 0.0000 ] ,
  [ 3.8276, 0.0000 ] ,
  [ 1.4835, 0.8302 ] ,
  [ 1.7618, 0.0000 ] ,
  [ 8.2831, 0.0000 ] ,
  [ 1.3199, 0.0000 ] ,
  [ 6.1173, 4.8599 ] ,
  [ 5.1217, 0.0000 ] ,
  [ 2.7104, 0.0000 ] ,
  [ 7.3100, 0.0000 ] ,
  [ 8.0575, 0.0000 ] ,
  [ 2.7953, 1.1068 ] ]
60000	-38.51443	0	-38.51443	[ [ 9.8977, 0.0000 ] ,
  [ 2.7088, 0.0000 ] ,
  [ 5.9860, 0.0000 ] ,
  [ 7.7245, 0.0000 ] ,
  [ 3.2426, 1.1030 ] ,
  [ 5.9019, 0.0000 ] ,
  [ 8.2544, 0.0000 ] ,
  [ 0.0696, 0.0000 ] ,
  [ 6.0061, 5.1355 ] ,
  [ 9.1526, 0.0000 ] ,
  [ 3.3570, 0.0000 ] ,
  [ 5.0958, 0.0000 ] ,
  [ 8.0731, 0.0000 ] ,
  [ 3.7092, 1.8112 ] ]
70000	-27.65699	0	-27.65699	[ [ 9.7905, 0.0000 ] ,
  [ 5.0793, 0.0000 ] ,
  [ 8.0873, 0.0000 ] ,
  [ 3.2574, 0.0000 ] ,
  [ 3.5913, 0.3198 ] ,
  [ 0.9745, 0.0000 ] ,
  [ 4.7643, 0.0000 ] ,
  [ 5.0167, 0.0000 ] ,
  [ 7.4578, 5.6884 ] ,
  [ 6.1014, 0.0000 ] ,
  [ 6.0446, 0.0000 ] ,
  [ 7.3845, 0.0000 ] ,
  [ 5.4194, 0.0000 ] ,
  [ 6.6314, 0.9180 ] ]
80000	-31.37348	0	-31.37348	[ [ 10.5177, 0.0000 ] ,
  [ 0.7143, 0.0000 ] ,
  [ 7.3698, 0.0000 ] ,
  [ 4.4929, 0.0000 ] ,
  [ 3.0188, 0.9033 ] ,
  [ 4.0930, 0.0000 ] ,
  [ 7.8287, 0.0000 ] ,
  [ 1.9382, 0.0000 ] ,
  [ 5.4634, 4.6774 ] ,
  [ 6.1033, 0.0000 ] ,
  [ 6.4264, 0.0000 ] ,
  [ 8.9803, 0.0000 ] ,
  [ 6.7929, 0.0000 ] ,
  [ 1.9297, 0.4984 ] ]
90000	-37.26275	0	-37.26275	[ [ 11.6399, 0.0000 ] ,
  [ 2.2670, 0.0000 ] ,
  [ 7.8735, 0.0000 ] ,
  [ 3.2169, 0.0000 ] ,
  [ 4.4845, 2.7738 ] ,
  [ 2.1398, 0.0000 ] ,
  [ 8.4778, 0.0000 ] ,
  [ 4.0669, 0.0000 ] ,
  [ 7.5164, 5.2845 ] ,
  [ 6.2422, 0.0000 ] ,
  [ 2.3960, 0.0000 ] ,
  [ 5.6407, 0.0000 ] ,
  [ 6.2253, 0.0000 ] ,
  [ 4.9028, 1.4480 ] ]
100000	-36.9438	0	-36.9438	[ [ 13.6528, 0.0000 ] ,
  [ 3.7282, 0.0000 ] ,
  [ 6.1905, 0.0000 ] ,
  [ 6.5930, 0.0000 ] ,
  [ 5.4902, 3.0714 ] ,
  [ 4.4283, 0.0000 ] ,
  [ 8.6872, 0.0000 ] ,
  [ 4.7449, 0.0000 ] ,
  [ 7.6321, 4.3392 ] ,
  [ 7.1199, 0.0000 ] ,
  [ 2.1330, 0.0000 ] ,
  [ 8.3155, 0.0000 ] ,
  [ 8.1193, 0.0000 ] ,
  [ 4.4704, 1.0736 ] ]
110000	-34.18904	0	-34.18904	[ [ 10.4014, 0.0000 ] ,
  [ 1.1497, 0.0000 ] ,
  [ 9.2235, 0.0000 ] ,
  [ 2.9153, 0.0000 ] ,
  [ 3.2740, 1.2928 ] ,
  [ 3.6921, 0.0000 ] ,
  [ 6.7197, 0.0000 ] ,
  [ 1.5711, 0.0000 ] ,
  [ 5.4597, 5.3083 ] ,
  [ 6.7510, 0.0000 ] ,
  [ 1.4304, 0.0000 ] ,
  [ 5.8697, 0.0000 ] ,
  [ 5.8048, 0.0000 ] ,
  [ 4.7968, 1.1224 ] ]
120000	-44.64272	0	-44.64272	[ [ 12.7207, 0.0000 ] ,
  [ 2.9933, 0.0000 ] ,
  [ 6.3144, 0.0000 ] ,
  [ 3.1236, 0.0000 ] ,
  [ 4.4116, 0.0790 ] ,
  [ 1.8929, 0.0000 ] ,
  [ 7.6133, 0.0000 ] ,
  [ 3.9176, 0.0000 ] ,
  [ 7.0773, 4.6081 ] ,
  [ 10.2277, 0.0000 ] ,
  [ 3.5518, 0.0000 ] ,
  [ 5.8063, 0.0000 ] ,
  [ 9.2159, 0.0000 ] ,
  [ 2.8710, 1.9131 ] ]
130000	-40.99725	0	-40.99725	[ [ 16.7010, 0.0000 ] ,
  [ 3.3266, 0.0000 ] ,
  [ 6.8226, 0.0000 ] ,
  [ 4.8389, 0.0000 ] ,
  [ 3.4919, 1.7755 ] ,
  [ 6.2056, 0.0000 ] ,
  [ 7.0325, 0.0000 ] ,
  [ 5.1621, 0.0000 ] ,
  [ 8.3751, 6.1976 ] ,
  [ 6.6731, 0.0000 ] ,
  [ 6.7338, 0.0000 ] ,
  [ 7.4258, 0.0000 ] ,
  [ 7.1208, 0.0000 ] ,
  [ 4.7256, 0.6753 ] ]
140000	-33.56462	0	-33.56462	[ [ 12.3173, 0.0000 ] ,
  [ 0.2698, 0.0000 ] ,
  [ 6.4522, 0.0000 ] ,
  [ 3.4073, 0.0000 ] ,
  [ 3.7045, 0.3356 ] ,
  [ 1.5779, 0.0000 ] ,
  [ 6.1103, 0.0000 ] ,
  [ 2.6901, 0.0000 ] ,
  [ 8.6436, 5.6120 ] ,
  [ 6.0034, 0.0000 ] ,
  [ 1.3782, 0.0000 ] ,
  [ 7.2638, 0.0000 ] ,
  [ 6.0158, 0.0000 ] ,
  [ 2.5525, 1.8161 ] ]
150000	-42.86855	0	-42.86855	[ [ 13.8765, 0.0000 ] ,
  [ 5.3480, 0.0000 ] ,
  [ 8.6350, 0.0000 ] ,
  [ 4.7329, 0.0000 ] ,
  [ 7.4924, 0.3970 ] ,
  [ 6.4130, 0.0000 ] ,
  [ 5.0782, 0.0000 ] ,
  [ 5.2206, 0.0000 ] ,
  [ 11.4553, 4.8584 ] ,
  [ 9.9284, 0.0000 ] ,
  [ 0.4103, 0.0000 ] ,
  [ 8.0815, 0.0000 ] ,
  [ 8.3811, 0.0000 ] ,
  [ 5.6723, 1.8335 ] ]
160000	-27.61532	0	-27.61532	[ [ 10.0918, 0.0000 ] ,
  [ 4.8553, 0.0000 ] ,
  [ 5.7233, 0.0000 ] ,
  [ 5.6704, 0.0000 ] ,
  [ 5.3424, 3.2133 ] ,
  [ 5.3033, 0.0000 ] ,
  [ 7.1048, 0.0000 ] ,
  [ 4.4335, 0.0000 ] ,
  [ 5.3131, 3.5371 ] ,
  [ 6.4122, 0.0000 ] ,
  [ 5.4266, 0.0000 ] ,
  [ 7.0916, 0.0000 ] ,
  [ 7.5188, 0.0000 ] ,
  [ 4.6866, 3.9676 ] ]
170000	-37.38076	0	-37.38076	[ [ 9.4332, 0.0000 ] ,
  [ 8.1411, 0.0000 ] ,
  [ 5.1903, 0.0000 ] ,
  [ 3.2565, 0.0000 ] ,
  [ 2.8673, 0.0757 ] ,
  [ 4.6317, 0.0000 ] ,
  [ 11.2419, 0.0000 ] ,
  [ 2.9467, 0.0000 ] ,
  [ 7.3972, 7.0743 ] ,
  [ 7.2794, 0.0000 ] ,
  [ 5.8496, 0.0000 ] ,
  [ 5.3509, 0.0000 ] ,
  [ 5.4363, 0.0000 ] ,
  [ 5.1105, 2.6819 ] ]
180000	-29.38979	0	-29.38979	[ [ 11.3352, 0.0000 ] ,
  [ 0.6432, 0.0000 ] ,
  [ 6.9378, 0.0000 ] ,
  [ 5.1103, 0.0000 ] ,
  [ 4.9244, 3.5234 ] ,
  [ 4.0095, 0.0000 ] ,
  [ 5.7697, 0.0000 ] ,
  [ 0.5644, 0.0000 ] ,
  [ 7.0406, 4.7264 ] ,
  [ 4.7257, 0.0000 ] ,
  [ 4.8880, 0.0000 ] ,
  [ 6.8929, 0.0000 ] ,
  [ 7.6174, 0.0000 ] ,
  [ 4.3536, 0.7088 ] ]
190000	-39.70107	0	-39.70107	[ [ 13.0302, 0.0000 ] ,
  [ 5.5691, 0.0000 ] ,
  [ 5.3078, 0.0000 ] ,
  [ 1.7861, 0.0000 ] ,
  [ 5.1453, 1.3667 ] ,
  [ 2.8008, 0.0000 ] ,
  [ 5.5391, 0.0000 ] ,
  [ 1.0662, 0.0000 ] ,
  [ 5.6219, 4.1017 ] ,
  [ 7.8775, 0.0000 ] ,
  [ 4.6859, 0.0000 ] ,
  [ 7.1518, 0.0000 ] ,
  [ 8.0875, 0.0000 ] ,
  [ 2.6337, 0.2848 ] ]
200000	-37.51826	0	-37.51826	[ [ 12.5585, 0.0000 ] ,
  [ 1.2285, 0.0000 ] ,
  [ 7.5835, 0.0000 ] ,
  [ 2.4613, 0.0000 ] ,
  [ 4.0677, 3.1400 ] ,
  [ 3.5933, 0.0000 ] ,
  [ 4.8468, 0.0000 ] ,
  [ 3.7138, 0.0000 ] ,
  [ 7.9243, 5.8592 ] ,
  [ 12.0170, 0.0000 ] ,
  [ 2.9193, 0.0000 ] ,
  [ 7.5503, 0.0000 ] ,
  [ 6.7902, 0.0000 ] ,
  [ 3.4859, 1.9317 ] ]
210000	-43.61504	0	-43.61504	[ [ 11.7556, 0.0000 ] ,
  [ 1.0284, 0.0000 ] ,
  [ 5.8168, 0.0000 ] ,
  [ 5.5075, 0.0000 ] ,
  [ 6.0144, 0.0147 ] ,
  [ 1.3810, 0.0000 ] ,
  [ 7.4576, 0.0000 ] ,
  [ 3.1891, 0.0000 ] ,
  [ 9.2340, 7.2878 ] ,
  [ 6.5310, 0.0000 ] ,
  [ 2.0030, 0.0000 ] ,
  [ 4.9237, 0.0000 ] ,
  [ 8.6269, 0.0000 ] ,
  [ 4.8806, 2.1556 ] ]
220000	-45.86254	0	-45.86254	[ [ 12.9792, 0.0000 ] ,
  [ 3.0909, 0.0000 ] ,
  [ 5.9674, 0.0000 ] ,
  [ 1.7062, 0.0000 ] ,
  [ 7.4105, 3.1606 ] ,
  [ 10.4335, 0.0000 ] ,
  [ 6.9614, 0.0000 ] ,
  [ 9.7403, 0.0000 ] ,
  [ 7.0373, 6.7854 ] ,
  [ 6.9473, 0.0000 ] ,
  [ 4.6447, 0.0000 ] ,
  [ 6.5858, 0.0000 ] ,
  [ 5.6017, 0.0000 ] ,
  [ 5.5097, 0.3858 ] ]
230000	-38.17139	0	-38.17139	[ [ 10.0574, 0.0000 ] ,
  [ 4.9638, 0.0000 ] ,
  [ 6.6897, 0.0000 ] ,
  [ 4.8686, 0.0000 ] ,
  [ 3.2461, 0.7310 ] ,
  [ 5.0880, 0.0000 ] ,
  [ 6.6686, 0.0000 ] ,
  [ 3.3192, 0.0000 ] ,
  [ 8.8925, 4.9803 ] ,
  [ 9.1287, 0.0000 ] ,
  [ 0.9408, 0.0000 ] ,
  [ 8.5485, 0.0000 ] ,
  [ 10.7782, 0.0000 ] ,
  [ 7.6111, 3.0843 ] ]
240000	-31.73988	0	-31.73988	[ [ 10.2439, 0.0000 ] ,
  [ 2.2287, 0.0000 ] ,
  [ 8.7679, 0.0000 ] ,
  [ 0.9319, 0.0000 ] ,
  [ 5.1916, 1.6867 ] ,
  [ 2.6428, 0.0000 ] ,
  [ 6.6461, 0.0000 ] ,
  [ 1.8900, 0.0000 ] ,
  [ 8.3362, 7.0308 ] ,
  [ 6.7812, 0.0000 ] ,
  [ 2.0433, 0.0000 ] ,
  [ 8.2275, 0.0000 ] ,
  [ 7.0847, 0.0000 ] ,
  [ 2.9776, 0.0348 ] ]
