Iteration	Posterior	Likelihood	Prior	bd
0	-178.2721	0	-178.2721	[ [ 20.1129, 0.0000 ] ,
  [ 16.8887, 2.2769 ] ,
  [ 16.9207, 7.8992 ] ,
  [ 14.3797, 2.6596 ] ,
  [ 4.0653, 0.0000 ] ,
  [ 10.5409, 0.0000 ] ,
  [ 12.2514, 5.4659 ] ,
  [ 7.0368, 0.0000 ] ,
  [ 9.0550, 0.0000 ] ,
  [ 13.1018, 0.0000 ] ]
10000	-31.73286	0	-31.73286	[ [ 7.9949, 0.0000 ] ,
  [ 4.2467, 0.7496 ] ,
  [ 9.6993, 8.9308 ] ,
  [ 6.0766, 0.2068 ] ,
  [ 1.4399, 0.0000 ] ,
  [ 1.3631, 0.0000 ] ,
  [ 5.1488, 3.0705 ] ,
  [ 0.6767, 0.0000 ] ,
  [ 3.0467, 0.0000 ] ,
  [ 6.6735, 0.0000 ] ]
20000	-29.49895	0	-29.49895	[ [ 8.6730, 0.0000 ] ,
  [ 8.7538, 0.0465 ] ,
  [ 9.0721, 6.8217 ] ,
  [ 5.8045, 3.0344 ] ,
  [ 0.7873, 0.0000 ] ,
  [ 1.6230, 0.0000 ] ,
  [ 4.7878, 1.9117 ] ,
  [ 1.3569, 0.0000 ] ,
  [ 1.8235, 0.0000 ] ,
  [ 3.9720, 0.0000 ] ]
30000	-35.20805	0	-35.20805	[ [ 8.3824, 0.0000 ] ,
  [ 6.7442, 0.7044 ] ,
  [ 12.9497, 8.9652 ] ,
  [ 5.2136, 1.2790 ] ,
  [ 4.5014, 0.0000 ] ,
  [ 1.4064, 0.0000 ] ,
  [ 5.3911, 3.1775 ] ,
  [ 3.5683, 0.0000 ] ,
  [ 3.4150, 0.0000 ] ,
  [ 5.5099, 0.0000 ] ]
40000	-34.3807	0	-34.3807	[ [ 8.5473, 0.0000 ] ,
  [ 3.8989, 1.2472 ] ,
  [ 10.9760, 8.7655 ] ,
  [ 6.0412, 3.1273 ] ,
  [ 2.8067, 0.0000 ] ,
  [ 2.0616, 0.0000 ] ,
  [ 6.6754, 3.7045 ] ,
  [ 2.1526, 0.0000 ] ,
  [ 1.4609, 0.0000 ] ,
  [ 7.1475, 0.0000 ] ]
50000	-32.97464	0	-32.97464	[ [ 10.7339, 0.0000 ] ,
  [ 5.4146, 2.4137 ] ,
  [ 11.6716, 6.9459 ] ,
  [ 3.7058, 2.9767 ] ,
  [ 5.1915, 0.0000 ] ,
  [ 0.9021, 0.0000 ] ,
  [ 5.9930, 4.5474 ] ,
