Iteration	Posterior	Likelihood	Prior	bd
0	-291.0495	0	-291.0495	[ [ 20.6315, 3.4532 ] ,
  [ 7.7026, 0.0000 ] ,
  [ 10.9885, 0.0000 ] ,
  [ 13.7720, 0.0000 ] ,
  [ 8.2314, 0.0000 ] ,
  [ 5.6645, 0.0000 ] ,
  [ 10.0987, 0.0000 ] ,
  [ 14.3157, 0.0000 ] ,
  [ 18.6772, 0.0000 ] ,
  [ 7.5215, 0.0000 ] ,
  [ 10.2952, 0.0369 ] ,
  [ 11.3358, 0.0000 ] ,
  [ 16.8695, 0.0000 ] ,
  [ 20.7618, 0.0000 ] ,
  [ 2.5561, 0.0000 ] ,
  [ 16.5213, 0.0000 ] ,
  [ 17.9952, 0.0000 ] ,
  [ 11.1890, 0.0000 ] ]
10000	-40.77033	0	-40.77033	[ [ 9.4554, 1.4950 ] ,
  [ 5.1202, 0.0000 ] ,
  [ 2.0459, 0.0000 ] ,
  [ 1.7536, 0.0000 ] ,
  [ 2.0205, 0.0000 ] ,
  [ 2.9332, 0.0000 ] ,
  [ 0.9630, 0.0000 ] ,
  [ 7.7961, 0.0000 ] ,
  [ 8.9610, 0.0000 ] ,
  [ 1.7284, 0.0000 ] ,
  [ 4.0292, 3.7036 ] ,
  [ 6.5387, 0.0000 ] ,
  [ 8.5322, 0.0000 ] ,
  [ 5.8176, 0.0000 ] ,
  [ 2.0522, 0.0000 ] ,
  [ 9.3950, 0.0000 ] ,
  [ 7.4100, 0.0000 ] ,
  [ 1.4538, 0.0000 ] ]
20000	-29.89303	0	-29.89303	[ [ 10.8048, 0.9288 ] ,
  [ 2.4357, 0.0000 ] ,
  [ 3.3720, 0.0000 ] ,
  [ 3.8816, 0.0000 ] ,
  [ 1.3803, 0.0000 ] ,
  [ 1.2331, 0.0000 ] ,
  [ 1.2914, 0.0000 ] ,
  [ 1.0631, 0.0000 ] ,
  [ 4.6428, 0.0000 ] ,
  [ 4.3064, 0.0000 ] ,
  [ 2.0290, 0.2069 ] ,
  [ 2.1066, 0.0000 ] ,
  [ 4.8829, 0.0000 ] ,
  [ 4.9983, 0.0000 ] ,
  [ 2.9161, 0.0000 ] ,
  [ 6.7695, 0.0000 ] ,
  [ 6.3156, 0.0000 ] ,
  [ 2.0187, 0.0000 ] ]
30000	-34.08392	0	-34.08392	[ [ 9.5244, 0.2412 ] ,
  [ 0.6005, 0.0000 ] ,
  [ 1.0366, 0.0000 ] ,
  [ 8.0974, 0.0000 ] ,
  [ 3.2749, 0.0000 ] ,
  [ 3.5369, 0.0000 ] ,
  [ 2.7248, 0.0000 ] ,
  [ 4.4051, 0.0000 ] ,
  [ 7.4341, 0.0000 ] ,
  [ 0.5178, 0.0000 ] ,
  [ 2.3506, 0.4007 ] ,
  [ 2.4940, 0.0000 ] ,
  [ 6.5601, 0.0000 ] ,
  [ 7.3701, 0.0000 ] ,
  [ 2.4650, 0.0000 ] ,
  [ 5.6464, 0.0000 ] ,
  [ 7.5759, 0.0000 ] ,
  [ 4.1995, 0.0000 ] ]
40000	-23.61107	0	-23.61107	[ [ 9.4926, 1.5227 ] ,
  [ 1.8634, 0.0000 ] ,
  [ 3.2609, 0.0000 ] ,
  [ 1.9948, 0.0000 ] ,
  [ 1.3589, 0.0000 ] ,
  [ 0.3968, 0.0000 ] ,
  [ 2.2366, 0.0000 ] ,
  [ 4.4221, 0.0000 ] ,
  [ 4.9011, 0.0000 ] ,
  [ 2.3799, 0.0000 ] ,
  [ 3.3714, 0.8660 ] ,
  [ 2.8968, 0.0000 ] ,
  [ 5.4285, 0.0000 ] ,
  [ 7.6018, 0.0000 ] ,
  [ 3.6815, 0.0000 ] ,
  [ 5.6957, 0.0000 ] ,
  [ 5.7484, 0.0000 ] ,
  [ 4.1088, 0.0000 ] ]
50000	-49.41266	0	-49.41266	[ [ 10.7293, 3.0895 ] ,
  [ 6.0331, 0.0000 ] ,
  [ 4.9334, 0.0000 ] ,
  [ 7.5997, 0.0000 ] ,
  [ 3.2466, 0.0000 ] ,
  [ 2.4682, 0.0000 ] ,
  [ 2.9237, 0.0000 ] ,
  [ 1.6555, 0.0000 ] ,
  [ 8.6020, 0.0000 ] ,
  [ 5.5764, 0.0000 ] ,
  [ 7.4866, 1.1074 ] ,
  [ 3.1703, 0.0000 ] ,
  [ 6.4214, 0.0000 ] ,
  [ 5.4288, 0.0000 ] ,
  [ 5.4875, 0.0000 ] ,
  [ 8.0677, 0.0000 ] ,
  [ 8.3404, 0.0000 ] ,
  [ 4.3265, 0.0000 ] ]
60000	-40.88234	0	-40.88234	[ [ 10.8393, 2.0518 ] ,
  [ 3.6395, 0.0000 ] ,
  [ 4.5796, 0.0000 ] ,
  [ 10.5580, 0.0000 ] ,
  [ 3.4589, 0.0000 ] ,
  [ 0.4333, 0.0000 ] ,
  [ 5.6893, 0.0000 ] ,
  [ 0.5891, 0.0000 ] ,
  [ 6.4889, 0.0000 ] ,
  [ 1.9087, 0.0000 ] ,
  [ 2.6336, 0.9630 ] ,
  [ 5.7191, 0.0000 ] ,
  [ 10.6977, 0.0000 ] ,
  [ 6.3974, 0.0000 ] ,
  [ 1.4644, 0.0000 ] ,
  [ 10.4878, 0.0000 ] ,
  [ 5.3566, 0.0000 ] ,
  [ 2.7992, 0.0000 ] ]
70000	-22.19122	0	-22.19122	[ [ 12.7443, 3.8563 ] ,
  [ 3.3270, 0.0000 ] ,
  [ 0.4998, 0.0000 ] ,
  [ 4.2829, 0.0000 ] ,
  [ 0.6249, 0.0000 ] ,
  [ 1.3731, 0.0000 ] ,
  [ 1.5431, 0.0000 ] ,
  [ 3.9231, 0.0000 ] ,
  [ 6.2634, 0.0000 ] ,
  [ 0.6435, 0.0000 ] ,
  [ 2.6155, 0.5302 ] ,
  [ 3.1998, 0.0000 ] ,
  [ 6.8987, 0.0000 ] ,
  [ 6.3862, 0.0000 ] ,
  [ 0.9347, 0.0000 ] ,
  [ 8.2847, 0.0000 ] ,
  [ 5.4204, 0.0000 ] ,
  [ 0.4246, 0.0000 ] ]
80000	-25.19483	0	-25.19483	[ [ 11.6718, 2.3246 ] ,
  [ 3.3610, 0.0000 ] ,
  [ 1.2049, 0.0000 ] ,
  [ 1.3457, 0.0000 ] ,
  [ 3.5524, 0.0000 ] ,
