Iteration	Posterior	Likelihood	Prior	bd
0	-132.6044	0	-132.6044	[ [ 14.2287, 1.1540 ] ,
  [ 10.7858, 0.0000 ] ,
  [ 7.1929, 0.0000 ] ,
  [ 9.1011, 0.0000 ] ,
  [ 4.1936, 0.0000 ] ,
  [ 15.6291, 0.0000 ] ,
  [ 15.2062, 1.7955 ] ,
  [ 4.7984, 0.0000 ] ,
  [ 11.4575, 0.0000 ] ,
  [ 4.6499, 1.3237 ] ,
  [ 8.9363, 0.0000 ] ,
  [ 12.1753, 0.0000 ] ]
10000	-39.68307	0	-39.68307	[ [ 6.9720, 1.5345 ] ,
  [ 3.6924, 0.0000 ] ,
  [ 1.4151, 0.0000 ] ,
  [ 6.1076, 0.0000 ] ,
  [ 1.9463, 0.0000 ] ,
  [ 7.2156, 0.0000 ] ,
  [ 7.0556, 2.2321 ] ,
  [ 0.5322, 0.0000 ] ,
  [ 8.6627, 0.0000 ] ,
  [ 5.2726, 0.6582 ] ,
  [ 7.9390, 0.0000 ] ,
  [ 6.3455, 0.0000 ] ]
20000	-34.87245	0	-34.87245	[ [ 7.6453, 2.1452 ] ,
  [ 3.8056, 0.0000 ] ,
  [ 1.7481, 0.0000 ] ,
  [ 0.9316, 0.0000 ] ,
  [ 2.5905, 0.0000 ] ,
  [ 5.8537, 0.0000 ] ,
  [ 7.0363, 0.9450 ] ,
  [ 1.8059, 0.0000 ] ,
  [ 6.0165, 0.0000 ] ,
  [ 2.3451, 1.8598 ] ,
  [ 3.7080, 0.0000 ] ,
  [ 4.8704, 0.0000 ] ]
30000	-44.32206	0	-44.32206	[ [ 6.3154, 2.1032 ] ,
  [ 4.0689, 0.0000 ] ,
  [ 2.6978, 0.0000 ] ,
  [ 2.1793, 0.0000 ] ,
  [ 0.6041, 0.0000 ] ,
  [ 7.4566, 0.0000 ] ,
  [ 6.4480, 2.1810 ] ,
  [ 2.0049, 0.0000 ] ,
  [ 6.6779, 0.0000 ] ,
  [ 1.9897, 1.0490 ] ,
  [ 5.3461, 0.0000 ] ,
  [ 9.3308, 0.0000 ] ]
40000	-38.58751	0	-38.58751	[ [ 7.7105, 0.3749 ] ,
  [ 6.4879, 0.0000 ] ,
  [ 2.5951, 0.0000 ] ,
  [ 3.6861, 0.0000 ] ,
  [ 2.9637, 0.0000 ] ,
  [ 11.0137, 0.0000 ] ,
  [ 8.0205, 2.1422 ] ,
  [ 0.9735, 0.0000 ] ,
  [ 6.7917, 0.0000 ] ,
  [ 2.7797, 0.1929 ] ,
  [ 7.8469, 0.0000 ] ,
  [ 4.5686, 0.0000 ] ]
50000	-38.22099	0	-38.22099	[ [ 7.4143, 1.0737 ] ,
  [ 3.0037, 0.0000 ] ,
  [ 2.6604, 0.0000 ] ,
  [ 1.1313, 0.0000 ] ,
  [ 0.6102, 0.0000 ] ,
  [ 7.3738, 0.0000 ] ,
  [ 6.1289, 0.2569 ] ,
  [ 1.5952, 0.0000 ] ,
  [ 6.9432, 0.0000 ] ,
  [ 2.6915, 2.1279 ] ,
  [ 4.9180, 0.0000 ] ,
  [ 5.6187, 0.0000 ] ]
60000	-34.4642	0	-34.4642	[ [ 8.7147, 0.2424 ] ,
  [ 6.6546, 0.0000 ] ,
  [ 3.4154, 0.0000 ] ,
  [ 2.4473, 0.0000 ] ,
  [ 3.1533, 0.0000 ] ,
  [ 7.5248, 0.0000 ] ,
  [ 5.3402, 1.8303 ] ,
  [ 5.5256, 0.0000 ] ,
  [ 6.5692, 0.0000 ] ,
  [ 2.9917, 0.8700 ] ,
  [ 3.7784, 0.0000 ] ,
  [ 5.2687, 0.0000 ] ]
70000	-32.58796	0	-32.58796	[ [ 8.1666, 0.4235 ] ,
  [ 6.3014, 0.0000 ] ,
  [ 4.3774, 0.0000 ] ,
  [ 2.8061, 0.0000 ] ,
  [ 1.7285, 0.0000 ] ,
  [ 7.0290, 0.0000 ] ,
  [ 7.0767, 1.8967 ] ,
  [ 3.0024, 0.0000 ] ,
  [ 6.8736, 0.0000 ] ,
  [ 2.7258, 1.6413 ] ,
  [ 6.0675, 0.0000 ] ,
  [ 6.9322, 0.0000 ] ]
80000	-31.06556	0	-31.06556	[ [ 5.8585, 1.3476 ] ,
  [ 3.5146, 0.0000 ] ,
  [ 2.8926, 0.0000 ] ,
  [ 2.0770, 0.0000 ] ,
  [ 0.4059, 0.0000 ] ,
  [ 5.8742, 0.0000 ] ,
  [ 8.1799, 0.8368 ] ,
  [ 3.4349, 0.0000 ] ,
  [ 6.5758, 0.0000 ] ,
  [ 3.4624, 1.0996 ] ,
  [ 5.7884, 0.0000 ] ,
  [ 5.1171, 0.0000 ] ]
90000	-31.96606	0	-31.96606	[ [ 6.6169, 1.6262 ] ,
  [ 4.4426, 0.0000 ] ,
  [ 0.1586, 0.0000 ] ,
  [ 2.5574, 0.0000 ] ,
  [ 2.1815, 0.0000 ] ,
  [ 6.3998, 0.0000 ] ,
  [ 11.1793, 0.7196 ] ,
  [ 3.2389, 0.0000 ] ,
  [ 7.0657, 0.0000 ] ,
  [ 3.3129, 1.7604 ] ,
  [ 5.6914, 0.0000 ] ,
  [ 4.7246, 0.0000 ] ]
100000	-25.72633	0	-25.72633	[ [ 5.4014, 0.1871 ] ,
  [ 3.4523, 0.0000 ] ,
  [ 0.9561, 0.0000 ] ,
  [ 3.5542, 0.0000 ] ,
  [ 0.8394, 0.0000 ] ,
  [ 6.3606, 0.0000 ] ,
  [ 6.5477, 0.3020 ] ,
  [ 2.1679, 0.0000 ] ,
  [ 5.8152, 0.0000 ] ,
  [ 2.5941, 0.9221 ] ,
  [ 3.7554, 0.0000 ] ,
  [ 4.7647, 0.0000 ] ]
110000	-30.75397	0	-30.75397	[ [ 6.1370, 0.1356 ] ,
  [ 4.4946, 0.0000 ] ,
  [ 1.6770, 0.0000 ] ,
  [ 0.8073, 0.0000 ] ,
  [ 1.0154, 0.0000 ] ,
  [ 7.2995, 0.0000 ] ,
  [ 8.2392, 0.5288 ] ,
  [ 0.7759, 0.0000 ] ,
  [ 5.8020, 0.0000 ] ,
  [ 0.8600, 0.1601 ] ,
  [ 3.8402, 0.0000 ] ,
  [ 5.1141, 0.0000 ] ]
120000	-36.51312	0	-36.51312	[ [ 7.8170, 0.5223 ] ,
  [ 7.8707, 0.0000 ] ,
  [ 2.2729, 0.0000 ] ,
  [ 0.8127, 0.0000 ] ,
  [ 2.6318, 0.0000 ] ,
  [ 7.5518, 0.0000 ] ,
  [ 5.7005, 0.9673 ] ,
  [ 0.2911, 0.0000 ] ,
  [ 5.6979, 0.0000 ] ,
  [ 4.5843, 0.9061 ] ,
  [ 3.5571, 0.0000 ] ,
  [ 5.2635, 0.0000 ] ]
130000	-40.90447	0	-40.90447	[ [ 11.1223, 2.5334 ] ,
  [ 4.5329, 0.0000 ] ,
  [ 3.9469, 0.0000 ] ,
  [ 0.6629, 0.0000 ] ,
  [ 3.9750, 0.0000 ] ,
  [ 7.7736, 0.0000 ] ,
  [ 5.5764, 0.2874 ] ,
  [ 1.1615, 0.0000 ] ,
  [ 6.7515, 0.0000 ] ,
  [ 2.6391, 0.7400 ] ,
  [ 5.7073, 0.0000 ] ,
  [ 8.9522, 0.0000 ] ]
140000	-29.20112	0	-29.20112	[ [ 6.0070, 0.6502 ] ,
  [ 3.6523, 0.0000 ] ,
  [ 0.2339, 0.0000 ] ,
  [ 1.7461, 0.0000 ] ,
  [ 2.3572, 0.0000 ] ,
  [ 5.7822, 0.0000 ] ,
  [ 10.4511, 1.4833 ] ,
  [ 1.5263, 0.0000 ] ,
  [ 8.0282, 0.0000 ] ,
  [ 2.7259, 0.7607 ] ,
  [ 3.4583, 0.0000 ] ,
  [ 3.8679, 0.0000 ] ]
150000	-30.26934	0	-30.26934	[ [ 6.1863, 0.9341 ] ,
  [ 2.9063, 0.0000 ] ,
  [ 0.5949, 0.0000 ] ,
  [ 2.4393, 0.0000 ] ,
  [ 2.2363, 0.0000 ] ,
  [ 8.0634, 0.0000 ] ,
  [ 5.7617, 0.0588 ] ,
  [ 3.2305, 0.0000 ] ,
  [ 5.9987, 0.0000 ] ,
  [ 1.5622, 0.0949 ] ,
  [ 4.1185, 0.0000 ] ,
  [ 3.4102, 0.0000 ] ]
160000	-39.21511	0	-39.21511	[ [ 7.4378, 1.2014 ] ,
  [ 3.6367, 0.0000 ] ,
  [ 7.4719, 0.0000 ] ,
  [ 5.9257, 0.0000 ] ,
  [ 2.9665, 0.0000 ] ,
  [ 6.9557, 0.0000 ] ,
  [ 7.0025, 0.0157 ] ,
  [ 2.9625, 0.0000 ] ,
  [ 7.3668, 0.0000 ] ,
  [ 2.6154, 2.4653 ] ,
  [ 6.0659, 0.0000 ] ,
  [ 5.1956, 0.0000 ] ]
170000	-32.77555	0	-32.77555	[ [ 8.1803, 1.2595 ] ,
  [ 5.2239, 0.0000 ] ,
  [ 4.1457, 0.0000 ] ,
  [ 1.5855, 0.0000 ] ,
  [ 6.7888, 0.0000 ] ,
  [ 6.6830, 0.0000 ] ,
  [ 7.0839, 0.6877 ] ,
  [ 2.6097, 0.0000 ] ,
  [ 5.7285, 0.0000 ] ,
  [ 2.6732, 1.9993 ] ,
  [ 6.0978, 0.0000 ] ,
  [ 2.9832, 0.0000 ] ]
180000	-38.37756	0	-38.37756	[ [ 7.5930, 0.6802 ] ,
  [ 3.9241, 0.0000 ] ,
  [ 0.8419, 0.0000 ] ,
  [ 2.2136, 0.0000 ] ,
  [ 2.6276, 0.0000 ] ,
  [ 5.9409, 0.0000 ] ,
  [ 5.4421, 1.2018 ] ,
  [ 1.3814, 0.0000 ] ,
  [ 9.4756, 0.0000 ] ,
  [ 3.0200, 1.8620 ] ,
  [ 6.9078, 0.0000 ] ,
  [ 4.6094, 0.0000 ] ]
190000	-37.43755	0	-37.43755	[ [ 7.1106, 2.0546 ] ,
  [ 5.5185, 0.0000 ] ,
  [ 2.0105, 0.0000 ] ,
  [ 2.8138, 0.0000 ] ,
  [ 8.7127, 0.0000 ] ,
  [ 7.7979, 0.0000 ] ,
  [ 9.4045, 0.7122 ] ,
  [ 5.1706, 0.0000 ] ,
  [ 6.1514, 0.0000 ] ,
  [ 3.0341, 1.0942 ] ,
  [ 4.3133, 0.0000 ] ,
  [ 3.9159, 0.0000 ] ]
200000	-35.68275	0	-35.68275	[ [ 7.4304, 1.3368 ] ,
  [ 4.3714, 0.0000 ] ,
  [ 5.3254, 0.0000 ] ,
  [ 1.2346, 0.0000 ] ,
  [ 0.2633, 0.0000 ] ,
  [ 9.0733, 0.0000 ] ,
  [ 6.6752, 1.0148 ] ,
  [ 1.6220, 0.0000 ] ,
  [ 6.8557, 0.0000 ] ,
  [ 2.9907, 0.9767 ] ,
  [ 3.4462, 0.0000 ] ,
  [ 7.5410, 0.0000 ] ]
210000	-38.23528	0	-38.23528	[ [ 8.1526, 2.0258 ] ,
  [ 4.8337, 0.0000 ] ,
  [ 0.8302, 0.0000 ] ,
  [ 2.2010, 0.0000 ] ,
  [ 0.7312, 0.0000 ] ,
  [ 9.1304, 0.0000 ] ,
  [ 7.3203, 1.4351 ] ,
  [ 1.1447, 0.0000 ] ,
