Iteration	Posterior	Likelihood	Prior	bd
0	-73.01691	0	-73.01691	[ [ 14.2573, 0.0000 ] ,
  [ 6.7915, 0.0000 ] ,
  [ 5.9755, 0.0000 ] ,
  [ 14.5560, 0.0000 ] ,
  [ 8.6306, 1.5609 ] ,
  [ 8.7391, 0.0000 ] ,
  [ 7.8719, 0.0000 ] ,
  [ 4.1530, 0.0404 ] ,
  [ 4.3053, 0.0000 ] ,
  [ 9.5967, 0.0000 ] ]
10000	-27.0334	0	-27.0334	[ [ 11.7674, 0.0000 ] ,
  [ 2.1661, 0.0000 ] ,
  [ 2.2034, 0.0000 ] ,
  [ 6.1256, 0.0000 ] ,
  [ 4.4712, 0.7988 ] ,
  [ 0.8741, 0.0000 ] ,
  [ 2.2142, 0.0000 ] ,
  [ 4.4916, 0.2691 ] ,
  [ 2.8017, 0.0000 ] ,
  [ 2.7700, 0.0000 ] ]
20000	-20.7603	0	-20.7603	[ [ 6.6309, 0.0000 ] ,
  [ 3.7006, 0.0000 ] ,
  [ 2.8654, 0.0000 ] ,
  [ 7.2605, 0.0000 ] ,
  [ 4.3714, 0.7608 ] ,
  [ 2.7363, 0.0000 ] ,
  [ 0.4626, 0.0000 ] ,
  [ 3.9759, 0.3151 ] ,
  [ 1.9371, 0.0000 ] ,
  [ 5.1606, 0.0000 ] ]
30000	-16.21114	0	-16.21114	[ [ 7.0992, 0.0000 ] ,
  [ 0.6373, 0.0000 ] ,
  [ 0.4420, 0.0000 ] ,
  [ 7.1212, 0.0000 ] ,
  [ 6.3197, 0.5782 ] ,
  [ 0.9068, 0.0000 ] ,
  [ 2.5617, 0.0000 ] ,
  [ 1.0545, 0.3182 ] ,
  [ 0.1399, 0.0000 ] ,
  [ 0.1302, 0.0000 ] ]
40000	-11.72631	0	-11.72631	[ [ 6.0088, 0.0000 ] ,
  [ 1.7287, 0.0000 ] ,
  [ 0.6853, 0.0000 ] ,
  [ 5.9932, 0.0000 ] ,
  [ 4.6348, 0.7789 ] ,
  [ 0.8448, 0.0000 ] ,
  [ 0.2104, 0.0000 ] ,
  [ 2.1333, 0.5031 ] ,
  [ 0.6227, 0.0000 ] ,
  [ 0.9367, 0.0000 ] ]
50000	-20.38006	0	-20.38006	[ [ 8.1213, 0.0000 ] ,
  [ 1.9402, 0.0000 ] ,
  [ 3.4893, 0.0000 ] ,
  [ 6.0172, 0.0000 ] ,
  [ 4.6398, 0.8457 ] ,
  [ 1.0280, 0.0000 ] ,
  [ 2.0602, 0.0000 ] ,
  [ 1.2594, 0.3257 ] ,
  [ 1.8220, 0.0000 ] ,
  [ 0.8937, 0.0000 ] ]
60000	-19.26591	0	-19.26591	[ [ 11.4377, 0.0000 ] ,
  [ 2.5329, 0.0000 ] ,
  [ 1.2935, 0.0000 ] ,
  [ 6.5480, 0.0000 ] ,
  [ 4.0750, 0.8608 ] ,
  [ 0.7101, 0.0000 ] ,
  [ 0.9335, 0.0000 ] ,
  [ 0.9739, 0.2987 ] ,
  [ 2.1723, 0.0000 ] ,
  [ 2.1024, 0.0000 ] ]
70000	-20.51738	0	-20.51738	[ [ 8.9553, 0.0000 ] ,
  [ 3.3300, 0.0000 ] ,
  [ 2.3944, 0.0000 ] ,
  [ 7.6795, 0.0000 ] ,
  [ 3.5163, 0.2366 ] ,
  [ 2.4565, 0.0000 ] ,
  [ 2.0062, 0.0000 ] ,
  [ 2.7240, 1.0361 ] ,
  [ 4.7079, 0.0000 ] ,
  [ 1.2540, 0.0000 ] ]
80000	-23.30495	0	-23.30495	[ [ 5.7230, 0.0000 ] ,
  [ 1.8614, 0.0000 ] ,
  [ 0.8717, 0.0000 ] ,
  [ 8.3608, 0.0000 ] ,
  [ 7.9562, 0.7164 ] ,
  [ 7.4240, 0.0000 ] ,
  [ 4.4521, 0.0000 ] ,
  [ 1.5750, 1.0462 ] ,
  [ 2.2222, 0.0000 ] ,
  [ 1.0329, 0.0000 ] ]
90000	-25.71462	0	-25.71462	[ [ 7.1221, 0.0000 ] ,
  [ 2.2076, 0.0000 ] ,
  [ 0.3933, 0.0000 ] ,
  [ 6.4105, 0.0000 ] ,
  [ 4.7725, 1.9435 ] ,
  [ 0.9994, 0.0000 ] ,
  [ 0.3574, 0.0000 ] ,
  [ 4.5794, 1.0051 ] ,
  [ 1.3444, 0.0000 ] ,
  [ 2.6550, 0.0000 ] ]
100000	-25.87654	0	-25.87654	[ [ 7.4113, 0.0000 ] ,
  [ 1.8263, 0.0000 ] ,
  [ 0.6810, 0.0000 ] ,
  [ 6.5995, 0.0000 ] ,
  [ 6.7826, 0.3217 ] ,
  [ 1.5800, 0.0000 ] ,
  [ 2.6408, 0.0000 ] ,
  [ 2.4954, 0.4469 ] ,
  [ 2.2763, 0.0000 ] ,
  [ 3.5446, 0.0000 ] ]
110000	-17.45861	0	-17.45861	[ [ 6.7765, 0.0000 ] ,
  [ 2.3061, 0.0000 ] ,
  [ 0.3629, 0.0000 ] ,
  [ 6.0675, 0.0000 ] ,
  [ 4.7668, 1.0889 ] ,
  [ 1.7305, 0.0000 ] ,
  [ 1.8097, 0.0000 ] ,
  [ 3.1460, 0.1823 ] ,
  [ 1.1616, 0.0000 ] ,
  [ 0.8345, 0.0000 ] ]
120000	-14.53971	0	-14.53971	[ [ 7.7121, 0.0000 ] ,
  [ 2.2305, 0.0000 ] ,
  [ 1.3129, 0.0000 ] ,
  [ 6.8972, 0.0000 ] ,
  [ 3.5479, 1.5754 ] ,
  [ 1.0331, 0.0000 ] ,
  [ 1.2188, 0.0000 ] ,
  [ 1.5815, 0.3551 ] ,
  [ 1.2348, 0.0000 ] ,
  [ 2.1437, 0.0000 ] ]
130000	-16.41859	0	-16.41859	[ [ 6.5603, 0.0000 ] ,
  [ 2.5679, 0.0000 ] ,
  [ 0.9926, 0.0000 ] ,
  [ 6.8612, 0.0000 ] ,
