Iteration	Posterior	Likelihood	Prior	bd
0	-134.5808	0	-134.5808	[ [ 16.3135, 0.0000 ] ,
  [ 9.0127, 0.0000 ] ,
  [ 5.1658, 0.0000 ] ,
  [ 9.7236, 0.0000 ] ,
  [ 2.3589, 0.0000 ] ,
  [ 6.5624, 0.0000 ] ,
  [ 14.9152, 1.4999 ] ,
  [ 7.7517, 0.0000 ] ,
  [ 18.5628, 0.0000 ] ,
  [ 12.3884, 0.4493 ] ,
  [ 14.4016, 0.0000 ] ,
  [ 15.6438, 0.0000 ] ,
  [ 14.1107, 1.4631 ] ]
10000	-42.7066	0	-42.7066	[ [ 9.6423, 0.0000 ] ,
  [ 8.5715, 0.0000 ] ,
  [ 7.3451, 0.0000 ] ,
  [ 0.8610, 0.0000 ] ,
  [ 0.8442, 0.0000 ] ,
  [ 0.2405, 0.0000 ] ,
  [ 9.9824, 6.9186 ] ,
  [ 2.9179, 0.0000 ] ,
  [ 7.5207, 0.0000 ] ,
  [ 6.4815, 0.2134 ] ,
  [ 5.3574, 0.0000 ] ,
  [ 8.0007, 0.0000 ] ,
  [ 6.9923, 0.5841 ] ]
20000	-36.99066	0	-36.99066	[ [ 7.5602, 0.0000 ] ,
  [ 4.2710, 0.0000 ] ,
  [ 1.8783, 0.0000 ] ,
  [ 4.3574, 0.0000 ] ,
  [ 2.9225, 0.0000 ] ,
  [ 0.4730, 0.0000 ] ,
  [ 8.9973, 4.5025 ] ,
  [ 2.3557, 0.0000 ] ,
  [ 8.6922, 0.0000 ] ,
  [ 4.9791, 2.7940 ] ,
  [ 5.3806, 0.0000 ] ,
  [ 6.3487, 0.0000 ] ,
  [ 5.2546, 1.6488 ] ]
30000	-45.3916	0	-45.3916	[ [ 7.1021, 0.0000 ] ,
  [ 6.3481, 0.0000 ] ,
  [ 4.2049, 0.0000 ] ,
  [ 5.4248, 0.0000 ] ,
  [ 3.3026, 0.0000 ] ,
  [ 6.8088, 0.0000 ] ,
  [ 7.8344, 5.6228 ] ,
  [ 6.8707, 0.0000 ] ,
  [ 7.9582, 0.0000 ] ,
  [ 6.7944, 4.3758 ] ,
  [ 6.9581, 0.0000 ] ,
  [ 9.0286, 0.0000 ] ,
  [ 7.3377, 3.6419 ] ]
