Iteration	Posterior	Likelihood	Prior	bd
0	-147.2006	0	-147.2006	[ [ 24.9973, 0.0000 ] ,
  [ 18.1235, 1.0106 ] ,
  [ 6.2216, 0.0000 ] ,
  [ 7.6880, 0.0000 ] ,
  [ 3.3027, 0.0000 ] ,
  [ 16.4705, 0.0000 ] ,
  [ 2.3666, 0.0000 ] ,
  [ 8.7721, 0.0000 ] ,
  [ 21.0665, 0.0000 ] ,
  [ 19.6320, 0.0000 ] ,
  [ 7.2880, 0.0000 ] ]
10000	-29.22695	0	-29.22695	[ [ 13.7529, 0.0000 ] ,
  [ 2.9408, 1.2822 ] ,
  [ 0.6869, 0.0000 ] ,
  [ 0.2985, 0.0000 ] ,
  [ 3.1063, 0.0000 ] ,
  [ 8.2403, 0.0000 ] ,
  [ 3.1948, 0.0000 ] ,
  [ 3.8623, 0.0000 ] ,
  [ 11.9683, 0.0000 ] ,
  [ 7.0186, 0.0000 ] ,
  [ 1.8732, 0.0000 ] ]
20000	-22.76309	0	-22.76309	[ [ 12.6803, 0.0000 ] ,
  [ 7.6138, 2.3487 ] ,
  [ 2.8996, 0.0000 ] ,
  [ 2.8399, 0.0000 ] ,
  [ 4.0394, 0.0000 ] ,
  [ 6.6415, 0.0000 ] ,
  [ 2.9429, 0.0000 ] ,
  [ 0.7567, 0.0000 ] ,
  [ 10.7081, 0.0000 ] ,
  [ 5.7973, 0.0000 ] ,
  [ 0.9108, 0.0000 ] ]
30000	-20.10378	0	-20.10378	[ [ 9.9177, 0.0000 ] ,
  [ 3.4126, 3.0923 ] ,
  [ 0.6653, 0.0000 ] ,
  [ 1.4537, 0.0000 ] ,
  [ 1.4175, 0.0000 ] ,
  [ 7.1859, 0.0000 ] ,
  [ 2.2613, 0.0000 ] ,
  [ 4.7075, 0.0000 ] ,
  [ 10.6203, 0.0000 ] ,
  [ 5.7346, 0.0000 ] ,
  [ 2.9848, 0.0000 ] ]
40000	-16.10339	0	-16.10339	[ [ 9.5423, 0.0000 ] ,
  [ 1.4121, 0.6413 ] ,
  [ 3.2659, 0.0000 ] ,
  [ 2.6417, 0.0000 ] ,
  [ 3.9783, 0.0000 ] ,
  [ 5.2694, 0.0000 ] ,
  [ 0.5836, 0.0000 ] ,
  [ 2.0387, 0.0000 ] ,
  [ 10.1001, 0.0000 ] ,
  [ 5.2991, 0.0000 ] ,
  [ 1.1596, 0.0000 ] ]
50000	-23.93645	0	-23.93645	[ [ 10.5867, 0.0000 ] ,
  [ 4.7807, 2.2052 ] ,
  [ 4.1288, 0.0000 ] ,
  [ 2.5060, 0.0000 ] ,
  [ 4.6111, 0.0000 ] ,
  [ 6.1751, 0.0000 ] ,
  [ 7.6582, 0.0000 ] ,
  [ 0.3276, 0.0000 ] ,
  [ 9.4999, 0.0000 ] ,
  [ 4.8993, 0.0000 ] ,
  [ 4.1501, 0.0000 ] ]
60000	-28.13296	0	-28.13296	[ [ 9.9217, 0.0000 ] ,
