Iteration	Posterior	Likelihood	Prior	bd
0	-190.9234	0	-190.9234	[ [ 19.5652, 2.2457 ] ,
  [ 16.3462, 0.0000 ] ,
  [ 12.8224, 0.0000 ] ,
  [ 6.7475, 0.0000 ] ,
  [ 17.9691, 0.3964 ] ,
  [ 13.5643, 2.6440 ] ,
  [ 19.3617, 0.0000 ] ,
  [ 17.3372, 0.0000 ] ,
  [ 19.3725, 1.9836 ] ,
  [ 16.6287, 0.5603 ] ,
  [ 13.4313, 0.0000 ] ,
  [ 12.6594, 0.0000 ] ]
10000	-40.81928	0	-40.81928	[ [ 10.6591, 4.5042 ] ,
  [ 2.0484, 0.0000 ] ,
  [ 2.4186, 0.0000 ] ,
  [ 3.1248, 0.0000 ] ,
  [ 9.5582, 5.3470 ] ,
  [ 5.0923, 1.0298 ] ,
  [ 9.5660, 0.0000 ] ,
  [ 7.2766, 0.0000 ] ,
  [ 7.7558, 2.1797 ] ,
  [ 5.5847, 1.6288 ] ,
  [ 2.5126, 0.0000 ] ,
  [ 3.9110, 0.0000 ] ]
20000	-46.47605	0	-46.47605	[ [ 10.3806, 4.1641 ] ,
  [ 1.4702, 0.0000 ] ,
  [ 4.1337, 0.0000 ] ,
  [ 0.9707, 0.0000 ] ,
  [ 9.0565, 4.8471 ] ,
  [ 8.9190, 0.3796 ] ,
  [ 10.5314, 0.0000 ] ,
  [ 7.8045, 0.0000 ] ,
  [ 4.0295, 3.4923 ] ,
  [ 8.2220, 2.4315 ] ,
  [ 4.7205, 0.0000 ] ,
  [ 0.2324, 0.0000 ] ]
30000	-47.38738	0	-47.38738	[ [ 9.6917, 3.9058 ] ,
  [ 4.2856, 0.0000 ] ,
  [ 4.3584, 0.0000 ] ,
  [ 3.8550, 0.0000 ] ,
  [ 10.2022, 4.0740 ] ,
  [ 7.7137, 0.7779 ] ,
  [ 11.3035, 0.0000 ] ,
  [ 5.6118, 0.0000 ] ,
  [ 8.9174, 4.0355 ] ,
  [ 5.8470, 2.4621 ] ,
  [ 2.9338, 0.0000 ] ,
  [ 5.3951, 0.0000 ] ]
40000	-44.93746	0	-44.93746	[ [ 13.1582, 2.8476 ] ,
  [ 1.5158, 0.0000 ] ,
  [ 3.7022, 0.0000 ] ,
  [ 3.8877, 0.0000 ] ,
  [ 7.8189, 2.9122 ] ,
  [ 5.9948, 0.2190 ] ,
  [ 9.8213, 0.0000 ] ,
  [ 6.1520, 0.0000 ] ,
  [ 6.1415, 5.3541 ] ,
  [ 4.4838, 0.8456 ] ,
  [ 2.1604, 0.0000 ] ,
  [ 0.8470, 0.0000 ] ]
50000	-39.71087	0	-39.71087	[ [ 10.3313, 3.1217 ] ,
  [ 0.1288, 0.0000 ] ,
  [ 2.7489, 0.0000 ] ,
  [ 0.6842, 0.0000 ] ,
  [ 9.7654, 5.9758 ] ,
  [ 7.5130, 0.9084 ] ,
  [ 9.1783, 0.0000 ] ,
  [ 7.0747, 0.0000 ] ,
  [ 7.0878, 5.1665 ] ,
  [ 6.3074, 2.1380 ] ,
  [ 2.9061, 0.0000 ] ,
  [ 2.1763, 0.0000 ] ]
60000	-33.39138	0	-33.39138	[ [ 9.4353, 4.8567 ] ,
  [ 1.7691, 0.0000 ] ,
  [ 0.2240, 0.0000 ] ,
  [ 1.2335, 0.0000 ] ,
  [ 10.4531, 6.3077 ] ,
  [ 6.1692, 0.8658 ] ,
  [ 8.7031, 0.0000 ] ,
  [ 4.4226, 0.0000 ] ,
  [ 7.9551, 6.6709 ] ,
  [ 5.2097, 2.8771 ] ,
  [ 3.1687, 0.0000 ] ,
  [ 1.7528, 0.0000 ] ]
70000	-41.56008	0	-41.56008	[ [ 8.7091, 5.0472 ] ,
  [ 1.1758, 0.0000 ] ,
  [ 2.8548, 0.0000 ] ,
  [ 1.8056, 0.0000 ] ,
  [ 9.2871, 5.2356 ] ,
  [ 6.4059, 0.7859 ] ,
  [ 11.2789, 0.0000 ] ,
  [ 7.6958, 0.0000 ] ,
  [ 5.5925, 3.7792 ] ,
  [ 6.3461, 3.1078 ] ,
  [ 4.3666, 0.0000 ] ,
  [ 0.6348, 0.0000 ] ]
80000	-46.06883	0	-46.06883	[ [ 9.0383, 6.7177 ] ,
  [ 4.1344, 0.0000 ] ,
  [ 4.4793, 0.0000 ] ,
  [ 2.2697, 0.0000 ] ,
  [ 9.4849, 6.4155 ] ,
  [ 5.8954, 0.0145 ] ,
  [ 10.8725, 0.0000 ] ,
  [ 7.5858, 0.0000 ] ,
  [ 5.3623, 3.8053 ] ,
  [ 5.9633, 1.6376 ] ,
  [ 1.7722, 0.0000 ] ,
  [ 4.6292, 0.0000 ] ]
90000	-36.24103	0	-36.24103	[ [ 8.4777, 6.0308 ] ,
  [ 3.2457, 0.0000 ] ,
  [ 1.7580, 0.0000 ] ,
  [ 1.7009, 0.0000 ] ,
  [ 7.9098, 6.3604 ] ,
  [ 8.0025, 1.3497 ] ,
  [ 8.0962, 0.0000 ] ,
