Iteration	Posterior	Likelihood	Prior	bd
0	-147.5645	0	-147.5645	[ [ 16.2338, 0.0000 ] ,
  [ 11.6909, 0.6619 ] ,
  [ 12.4645, 1.1938 ] ,
  [ 14.5593, 1.1109 ] ,
  [ 7.6955, 0.0000 ] ,
  [ 11.2851, 4.4985 ] ,
  [ 6.3031, 0.0000 ] ,
  [ 13.6241, 0.0000 ] ,
  [ 10.5095, 1.1486 ] ,
  [ 14.4279, 0.0000 ] ,
  [ 15.2252, 0.0000 ] ,
  [ 3.5549, 0.0000 ] ]
10000	-36.47405	0	-36.47405	[ [ 9.4219, 0.0000 ] ,
  [ 8.4379, 4.1678 ] ,
  [ 5.6453, 4.1874 ] ,
  [ 7.3861, 2.7342 ] ,
  [ 3.4135, 0.0000 ] ,
  [ 3.3619, 2.9976 ] ,
  [ 2.4466, 0.0000 ] ,
  [ 6.4311, 0.0000 ] ,
  [ 5.6557, 3.0645 ] ,
  [ 4.2440, 0.0000 ] ,
  [ 6.7670, 0.0000 ] ,
  [ 2.1040, 0.0000 ] ]
20000	-33.26107	0	-33.26107	[ [ 6.1511, 0.0000 ] ,
  [ 4.0499, 2.7086 ] ,
  [ 5.4428, 4.3487 ] ,
  [ 6.8073, 3.9480 ] ,
  [ 1.0923, 0.0000 ] ,
  [ 5.6187, 2.8598 ] ,
  [ 1.5606, 0.0000 ] ,
  [ 6.6211, 0.0000 ] ,
  [ 5.4120, 3.6700 ] ,
  [ 4.3547, 0.0000 ] ,
  [ 7.3772, 0.0000 ] ,
  [ 0.2634, 0.0000 ] ]
30000	-37.8944	0	-37.8944	[ [ 7.5719, 0.0000 ] ,
  [ 6.1497, 4.0698 ] ,
  [ 4.9662, 2.8393 ] ,
  [ 7.8097, 5.1056 ] ,
  [ 3.0714, 0.0000 ] ,
  [ 5.0481, 2.2279 ] ,
  [ 1.2181, 0.0000 ] ,
  [ 7.6888, 0.0000 ] ,
  [ 4.9862, 4.2236 ] ,
  [ 4.3564, 0.0000 ] ,
  [ 7.5355, 0.0000 ] ,
  [ 1.0102, 0.0000 ] ]
40000	-47.75812	0	-47.75812	[ [ 6.2855, 0.0000 ] ,
  [ 5.0920, 4.6596 ] ,
  [ 12.7426, 4.3502 ] ,
  [ 6.6279, 4.6164 ] ,
  [ 2.9714, 0.0000 ] ,
  [ 6.6051, 3.4189 ] ,
  [ 1.6226, 0.0000 ] ,
  [ 8.6022, 0.0000 ] ,
  [ 6.9721, 2.9687 ] ,
  [ 7.2456, 0.0000 ] ,
  [ 7.5775, 0.0000 ] ,
  [ 0.8279, 0.0000 ] ]
50000	-30.92758	0	-30.92758	[ [ 7.3394, 0.0000 ] ,
  [ 4.1316, 3.2657 ] ,
  [ 6.9112, 4.5077 ] ,
  [ 6.7814, 3.2172 ] ,
  [ 1.5424, 0.0000 ] ,
  [ 4.6589, 3.7922 ] ,
  [ 2.3556, 0.0000 ] ,
  [ 7.3315, 0.0000 ] ,
  [ 4.6137, 4.4779 ] ,
  [ 4.2154, 0.0000 ] ,
  [ 8.1110, 0.0000 ] ,
  [ 2.3786, 0.0000 ] ]
60000	-37.11908	0	-37.11908	[ [ 7.6120, 0.0000 ] ,
  [ 6.3544, 5.3986 ] ,
  [ 4.4060, 2.7764 ] ,
  [ 5.9088, 4.0322 ] ,
  [ 7.6576, 0.0000 ] ,
  [ 7.2579, 3.6572 ] ,
  [ 1.9517, 0.0000 ] ,
  [ 7.8284, 0.0000 ] ,
  [ 3.7237, 3.1418 ] ,
  [ 5.8458, 0.0000 ] ,
  [ 6.6613, 0.0000 ] ,
  [ 4.1079, 0.0000 ] ]
70000	-41.5311	0	-41.5311	[ [ 8.8814, 0.0000 ] ,
  [ 3.2887, 2.5063 ] ,
  [ 5.8896, 1.6365 ] ,
  [ 6.7895, 4.3333 ] ,
  [ 0.3050, 0.0000 ] ,
  [ 6.1821, 3.5479 ] ,
  [ 2.4352, 0.0000 ] ,
  [ 6.7827, 0.0000 ] ,
  [ 4.3301, 3.4320 ] ,
  [ 4.8888, 0.0000 ] ,
  [ 8.9379, 0.0000 ] ,
