Iteration	Posterior	Likelihood	Prior	bd
0	-249.1749	0	-249.1749	[ [ 22.4542, 0.0041 ] ,
  [ 7.6462, 0.0000 ] ,
  [ 13.1315, 0.0000 ] ,
  [ 17.2906, 0.0000 ] ,
  [ 13.0690, 0.0000 ] ,
  [ 15.5218, 4.9761 ] ,
  [ 23.2609, 0.0000 ] ,
  [ 24.9116, 4.5302 ] ,
  [ 24.3109, 0.0000 ] ,
  [ 25.1910, 0.0000 ] ,
  [ 25.6984, 0.0000 ] ,
  [ 23.7020, 7.3927 ] ,
  [ 13.9194, 0.0000 ] ,
  [ 15.2383, 0.0000 ] ,
  [ 9.8531, 0.0000 ] ]
10000	-59.63571	0	-59.63571	[ [ 11.1070, 8.3898 ] ,
  [ 5.3543, 0.0000 ] ,
  [ 6.7722, 0.0000 ] ,
  [ 1.6762, 0.0000 ] ,
  [ 10.1112, 0.0000 ] ,
  [ 10.0503, 6.7059 ] ,
  [ 7.7486, 0.0000 ] ,
  [ 13.2818, 10.1705 ] ,
  [ 11.0599, 0.0000 ] ,
  [ 13.1530, 0.0000 ] ,
  [ 11.3031, 0.0000 ] ,
  [ 12.8893, 7.4661 ] ,
  [ 13.0324, 0.0000 ] ,
  [ 3.9422, 0.0000 ] ,
  [ 5.2871, 0.0000 ] ]
20000	-53.81701	0	-53.81701	[ [ 12.8160, 5.2690 ] ,
  [ 0.7793, 0.0000 ] ,
  [ 8.9063, 0.0000 ] ,
  [ 3.6390, 0.0000 ] ,
  [ 7.8185, 0.0000 ] ,
  [ 10.4100, 4.7747 ] ,
  [ 7.1016, 0.0000 ] ,
  [ 12.8760, 11.9243 ] ,
  [ 14.3226, 0.0000 ] ,
  [ 10.9874, 0.0000 ] ,
  [ 11.2778, 0.0000 ] ,
  [ 14.7832, 7.6800 ] ,
  [ 6.8720, 0.0000 ] ,
  [ 4.2312, 0.0000 ] ,
  [ 0.0088, 0.0000 ] ]
30000	-55.36665	0	-55.36665	[ [ 9.8856, 5.8104 ] ,
  [ 3.8022, 0.0000 ] ,
  [ 7.7937, 0.0000 ] ,
  [ 0.5004, 0.0000 ] ,
  [ 7.0668, 0.0000 ] ,
  [ 10.9294, 8.3860 ] ,
  [ 8.6019, 0.0000 ] ,
  [ 12.6615, 11.1739 ] ,
  [ 11.2537, 0.0000 ] ,
  [ 10.8404, 0.0000 ] ,
  [ 10.7696, 0.0000 ] ,
  [ 12.7213, 5.9016 ] ,
  [ 8.0477, 0.0000 ] ,
  [ 1.4630, 0.0000 ] ,
  [ 5.5089, 0.0000 ] ]
40000	-63.31233	0	-63.31233	[ [ 11.5529, 8.6234 ] ,
  [ 1.9656, 0.0000 ] ,
  [ 9.0115, 0.0000 ] ,
  [ 4.4595, 0.0000 ] ,
  [ 6.7086, 0.0000 ] ,
  [ 7.8438, 3.5828 ] ,
  [ 5.2583, 0.0000 ] ,
  [ 10.8542, 9.7468 ] ,
  [ 10.8687, 0.0000 ] ,
  [ 11.0402, 0.0000 ] ,
  [ 13.8844, 0.0000 ] ,
  [ 10.1798, 5.4765 ] ,
  [ 6.4677, 0.0000 ] ,
  [ 4.3903, 0.0000 ] ,
  [ 4.2865, 0.0000 ] ]
50000	-57.83711	0	-57.83711	[ [ 10.7275, 4.2557 ] ,
  [ 3.5590, 0.0000 ] ,
  [ 5.2129, 0.0000 ] ,
  [ 1.4051, 0.0000 ] ,
  [ 6.2381, 0.0000 ] ,
  [ 11.5489, 7.9422 ] ,
  [ 4.9522, 0.0000 ] ,
  [ 11.7962, 8.7639 ] ,
  [ 14.1074, 0.0000 ] ,
  [ 12.1363, 0.0000 ] ,
  [ 15.0584, 0.0000 ] ,
  [ 17.3414, 5.1876 ] ,
  [ 6.6721, 0.0000 ] ,
  [ 4.4102, 0.0000 ] ,
  [ 4.2878, 0.0000 ] ]
60000	-57.37	0	-57.37	[ [ 11.6846, 7.6563 ] ,
  [ 5.7022, 0.0000 ] ,
  [ 10.9302, 0.0000 ] ,
  [ 2.2314, 0.0000 ] ,
  [ 10.4827, 0.0000 ] ,
  [ 12.2902, 7.4602 ] ,
  [ 7.9257, 0.0000 ] ,
  [ 12.6716, 8.6783 ] ,
  [ 10.9931, 0.0000 ] ,
  [ 11.9430, 0.0000 ] ,
  [ 14.1837, 0.0000 ] ,
  [ 9.9517, 6.9549 ] ,
  [ 7.1574, 0.0000 ] ,
  [ 2.6131, 0.0000 ] ,
  [ 0.9032, 0.0000 ] ]
70000	-61.49608	0	-61.49608	[ [ 10.1718, 7.4553 ] ,
  [ 3.8155, 0.0000 ] ,
  [ 5.6992, 0.0000 ] ,
  [ 4.0332, 0.0000 ] ,
  [ 9.2618, 0.0000 ] ,
  [ 7.8787, 7.3014 ] ,
  [ 7.7554, 0.0000 ] ,
  [ 10.4871, 9.2518 ] ,
  [ 14.4688, 0.0000 ] ,
  [ 11.5655, 0.0000 ] ,
  [ 12.8849, 0.0000 ] ,
  [ 13.9010, 4.3633 ] ,
  [ 8.5950, 0.0000 ] ,
  [ 2.1541, 0.0000 ] ,
  [ 3.3054, 0.0000 ] ]
80000	-48.14889	0	-48.14889	[ [ 10.2091, 5.0993 ] ,
  [ 1.1613, 0.0000 ] ,
  [ 5.4439, 0.0000 ] ,
  [ 0.6932, 0.0000 ] ,
  [ 6.8855, 0.0000 ] ,
  [ 10.7961, 4.6911 ] ,
  [ 8.1061, 0.0000 ] ,
  [ 14.6853, 10.8819 ] ,
  [ 13.5772, 0.0000 ] ,
  [ 11.1370, 0.0000 ] ,
  [ 10.1472, 0.0000 ] ,
  [ 11.3063, 7.8365 ] ,
  [ 6.1527, 0.0000 ] ,
  [ 2.5340, 0.0000 ] ,
  [ 0.7985, 0.0000 ] ]
90000	-64.87373	0	-64.87373	[ [ 12.2675, 7.7003 ] ,
  [ 11.2003, 0.0000 ] ,
  [ 6.9054, 0.0000 ] ,
  [ 3.7209, 0.0000 ] ,
  [ 5.9414, 0.0000 ] ,
  [ 9.9748, 4.3315 ] ,
  [ 5.9387, 0.0000 ] ,
  [ 12.2949, 10.4685 ] ,
  [ 9.8840, 0.0000 ] ,
  [ 12.4011, 0.0000 ] ,
  [ 15.2670, 0.0000 ] ,
  [ 9.8796, 7.7031 ] ,
  [ 12.7053, 0.0000 ] ,
  [ 1.3606, 0.0000 ] ,
  [ 2.0724, 0.0000 ] ]
100000	-53.21618	0	-53.21618	[ [ 12.7843, 6.4707 ] ,
  [ 3.7239, 0.0000 ] ,
  [ 7.8261, 0.0000 ] ,
  [ 3.1129, 0.0000 ] ,
  [ 6.7317, 0.0000 ] ,
  [ 9.5097, 5.4061 ] ,
  [ 8.0649, 0.0000 ] ,
  [ 13.8110, 11.7383 ] ,
  [ 13.7786, 0.0000 ] ,
  [ 10.3987, 0.0000 ] ,
  [ 12.7342, 0.0000 ] ,
  [ 13.0856, 5.5789 ] ,
  [ 6.2276, 0.0000 ] ,
  [ 3.4989, 0.0000 ] ,
  [ 1.0038, 0.0000 ] ]
110000	-58.87263	0	-58.87263	[ [ 10.1730, 7.8903 ] ,
  [ 2.6966, 0.0000 ] ,
  [ 7.4748, 0.0000 ] ,
  [ 5.9878, 0.0000 ] ,
  [ 8.1205, 0.0000 ] ,
  [ 7.4967, 4.2794 ] ,
  [ 8.5663, 0.0000 ] ,
  [ 11.0263, 8.8305 ] ,
  [ 9.9465, 0.0000 ] ,
  [ 11.0787, 0.0000 ] ,
  [ 12.0859, 0.0000 ] ,
  [ 12.2232, 5.5149 ] ,
  [ 6.5141, 0.0000 ] ,
  [ 2.9412, 0.0000 ] ,
  [ 2.4011, 0.0000 ] ]
120000	-48.33545	0	-48.33545	[ [ 10.0440, 5.8517 ] ,
  [ 2.7620, 0.0000 ] ,
  [ 8.0825, 0.0000 ] ,
  [ 4.8273, 0.0000 ] ,
  [ 5.4215, 0.0000 ] ,
  [ 8.4489, 6.3482 ] ,
  [ 6.9422, 0.0000 ] ,
