Iteration	Posterior	Likelihood	Prior	bd
0	-202.1253	0	-202.1253	[ [ 23.3409, 0.0000 ] ,
  [ 11.0101, 0.0000 ] ,
  [ 17.1506, 0.0000 ] ,
  [ 21.4436, 0.0000 ] ,
  [ 11.7705, 1.6112 ] ,
  [ 11.1118, 0.0000 ] ,
  [ 26.6005, 8.0561 ] ,
  [ 19.4685, 3.5531 ] ,
  [ 17.9333, 0.0000 ] ,
  [ 13.8501, 0.0000 ] ,
  [ 9.4436, 0.0000 ] ,
  [ 14.9939, 0.0000 ] ,
  [ 20.3688, 0.0788 ] ]
10000	-46.95916	0	-46.95916	[ [ 10.7936, 0.0000 ] ,
  [ 1.9133, 0.0000 ] ,
  [ 2.6474, 0.0000 ] ,
  [ 7.6624, 0.0000 ] ,
  [ 9.7045, 1.2376 ] ,
  [ 3.9564, 0.0000 ] ,
  [ 12.6126, 3.0771 ] ,
  [ 10.5279, 2.7455 ] ,
  [ 4.9131, 0.0000 ] ,
  [ 1.9485, 0.0000 ] ,
  [ 2.1100, 0.0000 ] ,
  [ 7.4334, 0.0000 ] ,
  [ 8.7603, 3.4848 ] ]
20000	-45.88968	0	-45.88968	[ [ 12.5400, 0.0000 ] ,
  [ 4.4400, 0.0000 ] ,
  [ 6.4918, 0.0000 ] ,
  [ 7.0578, 0.0000 ] ,
  [ 5.5435, 1.1751 ] ,
  [ 4.6571, 0.0000 ] ,
  [ 15.3690, 4.9131 ] ,
  [ 13.1686, 3.0444 ] ,
  [ 7.8485, 0.0000 ] ,
  [ 4.5081, 0.0000 ] ,
  [ 3.5074, 0.0000 ] ,
  [ 7.7876, 0.0000 ] ,
  [ 8.3200, 4.8090 ] ]
30000	-39.03419	0	-39.03419	[ [ 11.9585, 0.0000 ] ,
  [ 2.8274, 0.0000 ] ,
  [ 3.2233, 0.0000 ] ,
  [ 6.7509, 0.0000 ] ,
  [ 4.7937, 2.6920 ] ,
  [ 3.2892, 0.0000 ] ,
  [ 9.6996, 3.6912 ] ,
  [ 14.0409, 0.8146 ] ,
  [ 8.0857, 0.0000 ] ,
  [ 0.0980, 0.0000 ] ,
  [ 3.3041, 0.0000 ] ,
  [ 8.7900, 0.0000 ] ,
  [ 10.0000, 6.6126 ] ]
40000	-45.97485	0	-45.97485	[ [ 11.1794, 0.0000 ] ,
  [ 3.4837, 0.0000 ] ,
  [ 1.3231, 0.0000 ] ,
  [ 10.4022, 0.0000 ] ,
  [ 6.8975, 0.2916 ] ,
  [ 5.0338, 0.0000 ] ,
  [ 11.4743, 8.2617 ] ,
  [ 11.9059, 3.7888 ] ,
  [ 7.1803, 0.0000 ] ,
  [ 6.3354, 0.0000 ] ,
  [ 1.5437, 0.0000 ] ,
  [ 9.6974, 0.0000 ] ,
  [ 10.0388, 5.3653 ] ]
50000	-45.93558	0	-45.93558	[ [ 9.9740, 0.0000 ] ,
  [ 3.7543, 0.0000 ] ,
  [ 4.5400, 0.0000 ] ,
  [ 6.4638, 0.0000 ] ,
  [ 6.8522, 2.2956 ] ,
  [ 6.2485, 0.0000 ] ,
  [ 9.2718, 8.1244 ] ,
  [ 12.7819, 1.5899 ] ,
  [ 5.1723, 0.0000 ] ,
  [ 3.8780, 0.0000 ] ,
  [ 2.2139, 0.0000 ] ,
  [ 4.9176, 0.0000 ] ,
  [ 6.4514, 4.3054 ] ]
60000	-39.4338	0	-39.4338	[ [ 11.6250, 0.0000 ] ,
  [ 2.5306, 0.0000 ] ,
  [ 2.1970, 0.0000 ] ,
  [ 4.8360, 0.0000 ] ,
  [ 8.0235, 3.3998 ] ,
  [ 4.5784, 0.0000 ] ,
  [ 12.1392, 3.6306 ] ,
  [ 11.6692, 1.5311 ] ,
  [ 4.5250, 0.0000 ] ,
  [ 2.2695, 0.0000 ] ,
  [ 3.7371, 0.0000 ] ,
  [ 5.9816, 0.0000 ] ,
  [ 6.5226, 6.0517 ] ]
70000	-44.77455	0	-44.77455	[ [ 9.6970, 0.0000 ] ,
  [ 0.7520, 0.0000 ] ,
  [ 3.7220, 0.0000 ] ,
  [ 6.8693, 0.0000 ] ,
  [ 7.1486, 2.2705 ] ,
  [ 2.6760, 0.0000 ] ,
  [ 9.2312, 7.5163 ] ,
  [ 11.9174, 0.5311 ] ,
  [ 7.3548, 0.0000 ] ,
  [ 9.2865, 0.0000 ] ,
  [ 0.9201, 0.0000 ] ,
  [ 7.6226, 0.0000 ] ,
  [ 6.1390, 3.6617 ] ]
80000	-47.80841	0	-47.80841	[ [ 12.1240, 0.0000 ] ,
  [ 3.3598, 0.0000 ] ,
  [ 3.6420, 0.0000 ] ,
  [ 6.7203, 0.0000 ] ,
  [ 6.8316, 0.6984 ] ,
  [ 1.6929, 0.0000 ] ,
  [ 12.7232, 5.2583 ] ,
  [ 13.2361, 1.3515 ] ,
  [ 7.3063, 0.0000 ] ,
  [ 1.8400, 0.0000 ] ,
  [ 4.5466, 0.0000 ] ,
  [ 5.1143, 0.0000 ] ,
  [ 6.8917, 6.4037 ] ]
90000	-49.74751	0	-49.74751	[ [ 14.7299, 0.0000 ] ,
  [ 0.5735, 0.0000 ] ,
  [ 3.8189, 0.0000 ] ,
  [ 8.3593, 0.0000 ] ,
  [ 7.0006, 3.2734 ] ,
  [ 4.4877, 0.0000 ] ,
  [ 11.2288, 7.7888 ] ,
