Iteration	Posterior	Likelihood	Prior	bd
0	-223.6827	0	-223.6827	[ [ 27.7180, 0.0000 ] ,
  [ 17.6646, 0.8084 ] ,
  [ 5.3873, 0.0000 ] ,
  [ 10.1571, 0.0000 ] ,
  [ 14.7575, 0.0000 ] ,
  [ 13.0988, 0.0000 ] ,
  [ 10.3394, 0.0000 ] ,
  [ 19.3974, 2.5579 ] ,
  [ 14.7708, 0.0000 ] ,
  [ 12.2535, 0.0000 ] ,
  [ 14.5146, 0.0000 ] ,
  [ 24.4778, 0.0000 ] ,
  [ 18.2304, 0.0000 ] ,
  [ 11.6555, 0.0000 ] ,
  [ 19.9874, 0.0000 ] ,
  [ 20.1326, 0.0000 ] ,
  [ 5.7570, 0.0000 ] ]
10000	-40.35385	0	-40.35385	[ [ 11.0643, 0.0000 ] ,
  [ 3.3951, 2.6743 ] ,
  [ 4.4276, 0.0000 ] ,
  [ 2.1591, 0.0000 ] ,
  [ 2.3905, 0.0000 ] ,
  [ 4.7792, 0.0000 ] ,
  [ 4.4302, 0.0000 ] ,
  [ 11.1808, 0.6925 ] ,
  [ 4.1863, 0.0000 ] ,
  [ 3.9278, 0.0000 ] ,
  [ 2.1556, 0.0000 ] ,
  [ 6.8209, 0.0000 ] ,
  [ 2.3492, 0.0000 ] ,
  [ 6.1999, 0.0000 ] ,
  [ 8.1293, 0.0000 ] ,
  [ 6.9698, 0.0000 ] ,
  [ 4.9927, 0.0000 ] ]
20000	-21.60313	0	-21.60313	[ [ 13.2111, 0.0000 ] ,
  [ 3.1047, 2.8303 ] ,
  [ 2.9755, 0.0000 ] ,
  [ 1.3458, 0.0000 ] ,
  [ 3.0284, 0.0000 ] ,
  [ 1.0030, 0.0000 ] ,
  [ 5.3252, 0.0000 ] ,
  [ 9.2398, 3.3471 ] ,
  [ 1.0928, 0.0000 ] ,
  [ 0.8086, 0.0000 ] ,
  [ 3.0353, 0.0000 ] ,
  [ 7.8500, 0.0000 ] ,
  [ 0.2450, 0.0000 ] ,
  [ 1.0862, 0.0000 ] ,
  [ 5.2258, 0.0000 ] ,
  [ 5.9964, 0.0000 ] ,
  [ 0.9301, 0.0000 ] ]
30000	-31.31163	0	-31.31163	[ [ 10.4011, 0.0000 ] ,
  [ 3.1487, 1.1862 ] ,
  [ 4.9937, 0.0000 ] ,
  [ 1.7519, 0.0000 ] ,
  [ 3.9566, 0.0000 ] ,
  [ 2.1319, 0.0000 ] ,
  [ 0.7979, 0.0000 ] ,
  [ 5.4784, 2.0059 ] ,
  [ 4.5232, 0.0000 ] ,
  [ 1.3197, 0.0000 ] ,
  [ 2.3852, 0.0000 ] ,
  [ 6.7026, 0.0000 ] ,
  [ 2.9647, 0.0000 ] ,
  [ 4.2137, 0.0000 ] ,
  [ 6.5135, 0.0000 ] ,
  [ 5.3475, 0.0000 ] ,
  [ 3.8949, 0.0000 ] ]
40000	-37.40028	0	-37.40028	[ [ 13.9058, 0.0000 ] ,
  [ 1.3375, 0.4530 ] ,
  [ 3.2577, 0.0000 ] ,
  [ 4.3584, 0.0000 ] ,
  [ 6.4765, 0.0000 ] ,
  [ 5.5473, 0.0000 ] ,
  [ 6.3831, 0.0000 ] ,
  [ 7.5501, 1.0210 ] ,
  [ 5.5702, 0.0000 ] ,
  [ 5.2741, 0.0000 ] ,
  [ 4.1651, 0.0000 ] ,
  [ 7.7734, 0.0000 ] ,
  [ 3.2329, 0.0000 ] ,
  [ 4.1015, 0.0000 ] ,
  [ 6.3747, 0.0000 ] ,
  [ 8.6011, 0.0000 ] ,
  [ 5.0703, 0.0000 ] ]
50000	-38.63398	0	-38.63398	[ [ 13.8679, 0.0000 ] ,
  [ 2.6170, 1.5064 ] ,
  [ 2.7847, 0.0000 ] ,
  [ 2.2932, 0.0000 ] ,
  [ 10.7552, 0.0000 ] ,
  [ 7.6536, 0.0000 ] ,
  [ 1.9822, 0.0000 ] ,
  [ 7.9647, 2.4389 ] ,
  [ 4.2041, 0.0000 ] ,
  [ 0.9257, 0.0000 ] ,
  [ 2.5657, 0.0000 ] ,
  [ 9.0846, 0.0000 ] ,
  [ 1.2906, 0.0000 ] ,
  [ 3.1757, 0.0000 ] ,
  [ 8.1472, 0.0000 ] ,
  [ 9.5106, 0.0000 ] ,
  [ 3.2523, 0.0000 ] ]
60000	-36.85226	0	-36.85226	[ [ 11.6068, 0.0000 ] ,
  [ 5.4904, 0.5626 ] ,
  [ 3.8695, 0.0000 ] ,
  [ 1.3172, 0.0000 ] ,
  [ 3.0253, 0.0000 ] ,
  [ 1.9568, 0.0000 ] ,
  [ 1.6954, 0.0000 ] ,
  [ 8.6072, 4.5873 ] ,
  [ 3.5974, 0.0000 ] ,
  [ 5.6563, 0.0000 ] ,
  [ 4.9389, 0.0000 ] ,
  [ 6.8332, 0.0000 ] ,
  [ 8.1924, 0.0000 ] ,
  [ 1.0690, 0.0000 ] ,
  [ 7.1387, 0.0000 ] ,
  [ 8.6872, 0.0000 ] ,
  [ 0.9808, 0.0000 ] ]
70000	-15.60756	0	-15.60756	[ [ 9.9446, 0.0000 ] ,
  [ 3.1764, 1.5158 ] ,
  [ 0.5548, 0.0000 ] ,
  [ 1.3691, 0.0000 ] ,
  [ 1.6057, 0.0000 ] ,
  [ 3.3533, 0.0000 ] ,
  [ 0.5838, 0.0000 ] ,
