Iteration	Posterior	Likelihood	Prior	bd
0	-312.1983	0	-312.1983	[ [ 21.2864, 3.9706 ] ,
  [ 17.4473, 0.0000 ] ,
  [ 16.1010, 0.0000 ] ,
  [ 6.7068, 0.0000 ] ,
  [ 11.4781, 0.0000 ] ,
  [ 10.9005, 0.0000 ] ,
  [ 5.9380, 0.0000 ] ,
  [ 7.3725, 0.0000 ] ,
  [ 20.9132, 0.0000 ] ,
  [ 15.6623, 0.0000 ] ,
  [ 14.5851, 0.0000 ] ,
  [ 9.1258, 0.0000 ] ,
  [ 12.2445, 0.0000 ] ,
  [ 22.7387, 0.0000 ] ,
  [ 21.2328, 0.0000 ] ,
  [ 15.7457, 0.3763 ] ,
  [ 18.3047, 0.2463 ] ,
  [ 14.1592, 0.0000 ] ]
10000	-60.32882	0	-60.32882	[ [ 9.8428, 8.0783 ] ,
  [ 8.8513, 0.0000 ] ,
  [ 7.1696, 0.0000 ] ,
  [ 2.0147, 0.0000 ] ,
  [ 7.4565, 0.0000 ] ,
  [ 1.4322, 0.0000 ] ,
  [ 1.6632, 0.0000 ] ,
  [ 0.9926, 0.0000 ] ,
  [ 9.6907, 0.0000 ] ,
  [ 10.6177, 0.0000 ] ,
  [ 3.3609, 0.0000 ] ,
  [ 2.9549, 0.0000 ] ,
  [ 4.2563, 0.0000 ] ,
  [ 11.2821, 0.0000 ] ,
  [ 9.9888, 0.0000 ] ,
  [ 7.5178, 2.8796 ] ,
  [ 10.0811, 2.2595 ] ,
  [ 7.6236, 0.0000 ] ]
20000	-44.81355	0	-44.81355	[ [ 9.5101, 9.0983 ] ,
  [ 8.4166, 0.0000 ] ,
  [ 3.9324, 0.0000 ] ,
  [ 0.8080, 0.0000 ] ,
  [ 5.3532, 0.0000 ] ,
  [ 3.7452, 0.0000 ] ,
  [ 3.7138, 0.0000 ] ,
  [ 2.7659, 0.0000 ] ,
  [ 7.4566, 0.0000 ] ,
  [ 6.0762, 0.0000 ] ,
  [ 1.8500, 0.0000 ] ,
  [ 1.8349, 0.0000 ] ,
  [ 4.5436, 0.0000 ] ,
  [ 8.5072, 0.0000 ] ,
  [ 7.4956, 0.0000 ] ,
  [ 7.4107, 6.8180 ] ,
  [ 9.9432, 3.3606 ] ,
  [ 4.3561, 0.0000 ] ]
30000	-52.33695	0	-52.33695	[ [ 8.3643, 7.3286 ] ,
  [ 7.9276, 0.0000 ] ,
  [ 6.4862, 0.0000 ] ,
  [ 2.4945, 0.0000 ] ,
  [ 5.8448, 0.0000 ] ,
  [ 3.2532, 0.0000 ] ,
  [ 0.7573, 0.0000 ] ,
  [ 1.6773, 0.0000 ] ,
  [ 9.2496, 0.0000 ] ,
  [ 3.9106, 0.0000 ] ,
  [ 4.1525, 0.0000 ] ,
  [ 1.2758, 0.0000 ] ,
  [ 3.7137, 0.0000 ] ,
  [ 9.2730, 0.0000 ] ,
  [ 10.2418, 0.0000 ] ,
  [ 6.9984, 4.9153 ] ,
  [ 8.4295, 5.7824 ] ,
  [ 7.5339, 0.0000 ] ]
40000	-59.64421	0	-59.64421	[ [ 10.7350, 7.0748 ] ,
  [ 9.5235, 0.0000 ] ,
  [ 4.4160, 0.0000 ] ,
  [ 4.7570, 0.0000 ] ,
  [ 5.5300, 0.0000 ] ,
  [ 4.0907, 0.0000 ] ,
  [ 2.7349, 0.0000 ] ,
  [ 2.5536, 0.0000 ] ,
  [ 8.6326, 0.0000 ] ,
  [ 4.7034, 0.0000 ] ,
  [ 3.5707, 0.0000 ] ,
  [ 5.3632, 0.0000 ] ,
  [ 10.7741, 0.0000 ] ,
  [ 8.9574, 0.0000 ] ,
  [ 10.6722, 0.0000 ] ,
