Iteration	Posterior	Likelihood	Prior	bd
0	-384.4811	0	-384.4811	[ [ 20.2138, 0.0000 ] ,
  [ 13.2825, 1.5163 ] ,
  [ 26.9346, 9.9432 ] ,
  [ 18.8712, 0.0000 ] ,
  [ 8.3379, 0.0000 ] ,
  [ 6.4982, 0.0000 ] ,
  [ 27.1177, 0.0000 ] ,
  [ 15.5081, 0.0000 ] ,
  [ 15.7528, 0.0000 ] ,
  [ 12.9259, 0.0000 ] ,
  [ 25.9487, 0.0000 ] ,
  [ 27.5133, 0.0000 ] ,
  [ 23.7255, 0.0000 ] ,
  [ 26.4565, 0.0000 ] ,
  [ 18.0155, 0.0000 ] ,
  [ 16.1325, 0.0000 ] ,
  [ 15.3591, 0.7813 ] ,
  [ 19.8927, 0.0000 ] ]
10000	-44.48049	0	-44.48049	[ [ 5.3746, 0.0000 ] ,
  [ 7.9615, 5.4435 ] ,
  [ 13.2444, 6.8471 ] ,
  [ 7.9206, 0.0000 ] ,
  [ 1.8233, 0.0000 ] ,
  [ 0.2866, 0.0000 ] ,
  [ 10.4300, 0.0000 ] ,
  [ 6.5318, 0.0000 ] ,
  [ 4.3139, 0.0000 ] ,
  [ 0.7394, 0.0000 ] ,
  [ 9.5949, 0.0000 ] ,
  [ 12.9640, 0.0000 ] ,
  [ 10.9589, 0.0000 ] ,
  [ 10.1805, 0.0000 ] ,
  [ 6.7881, 0.0000 ] ,
  [ 3.6984, 0.0000 ] ,
  [ 4.7323, 2.4079 ] ,
  [ 10.6573, 0.0000 ] ]
20000	-57.47777	0	-57.47777	[ [ 6.7334, 0.0000 ] ,
  [ 12.4855, 8.6554 ] ,
  [ 16.1130, 10.5573 ] ,
  [ 9.0133, 0.0000 ] ,
  [ 2.5318, 0.0000 ] ,
  [ 3.6168, 0.0000 ] ,
  [ 13.1202, 0.0000 ] ,
  [ 10.3917, 0.0000 ] ,
  [ 1.4503, 0.0000 ] ,
  [ 1.8459, 0.0000 ] ,
  [ 13.1038, 0.0000 ] ,
  [ 11.6180, 0.0000 ] ,
  [ 13.7355, 0.0000 ] ,
  [ 12.1237, 0.0000 ] ,
  [ 5.6636, 0.0000 ] ,
  [ 1.2164, 0.0000 ] ,
  [ 2.5475, 1.1907 ] ,
  [ 11.3159, 0.0000 ] ]
30000	-54.92649	0	-54.92649	[ [ 10.4158, 0.0000 ] ,
  [ 9.6101, 4.6901 ] ,
  [ 10.7878, 9.2760 ] ,
  [ 13.1411, 0.0000 ] ,
  [ 1.7399, 0.0000 ] ,
  [ 1.3967, 0.0000 ] ,
  [ 11.0815, 0.0000 ] ,
  [ 13.3277, 0.0000 ] ,
  [ 0.6972, 0.0000 ] ,
  [ 1.8919, 0.0000 ] ,
  [ 10.2661, 0.0000 ] ,
  [ 9.9505, 0.0000 ] ,
  [ 12.0392, 0.0000 ] ,
  [ 10.8784, 0.0000 ] ,
  [ 9.9091, 0.0000 ] ,
  [ 4.0115, 0.0000 ] ,
  [ 2.8878, 0.7690 ] ,
  [ 11.5826, 0.0000 ] ]
40000	-53.28925	0	-53.28925	[ [ 8.7719, 0.0000 ] ,
  [ 10.1076, 5.2668 ] ,
  [ 12.3975, 11.7217 ] ,
  [ 6.0267, 0.0000 ] ,
  [ 4.3614, 0.0000 ] ,
  [ 2.1960, 0.0000 ] ,
  [ 11.6087, 0.0000 ] ,
  [ 5.6904, 0.0000 ] ,
  [ 4.9690, 0.0000 ] ,
  [ 3.0698, 0.0000 ] ,
  [ 12.0148, 0.0000 ] ,
  [ 10.8988, 0.0000 ] ,
  [ 11.1156, 0.0000 ] ,
  [ 10.2132, 0.0000 ] ,
  [ 8.1282, 0.0000 ] ,
  [ 0.8009, 0.0000 ] ,
  [ 5.9817, 3.6359 ] ,
  [ 12.7366, 0.0000 ] ]
50000	-64.10148	0	-64.10148	[ [ 8.7952, 0.0000 ] ,
  [ 6.6205, 5.2476 ] ,
  [ 9.7498, 8.9867 ] ,
  [ 10.6947, 0.0000 ] ,
  [ 4.0795, 0.0000 ] ,
  [ 5.0295, 0.0000 ] ,
  [ 9.8605, 0.0000 ] ,
  [ 9.9172, 0.0000 ] ,
  [ 4.8009, 0.0000 ] ,
  [ 2.8035, 0.0000 ] ,
  [ 14.1787, 0.0000 ] ,
  [ 13.5738, 0.0000 ] ,
  [ 15.0582, 0.0000 ] ,
  [ 13.3813, 0.0000 ] ,
  [ 9.5705, 0.0000 ] ,
  [ 7.1265, 0.0000 ] ,
  [ 7.5086, 2.1191 ] ,
  [ 10.4619, 0.0000 ] ]
60000	-56.14877	0	-56.14877	[ [ 6.2466, 0.0000 ] ,
  [ 9.0166, 7.6340 ] ,
  [ 15.0237, 9.7047 ] ,
  [ 5.9304, 0.0000 ] ,
  [ 0.7152, 0.0000 ] ,
  [ 3.0105, 0.0000 ] ,
  [ 11.4610, 0.0000 ] ,
  [ 8.9942, 0.0000 ] ,
  [ 4.8434, 0.0000 ] ,
  [ 4.5865, 0.0000 ] ,
  [ 9.8442, 0.0000 ] ,
  [ 9.9892, 0.0000 ] ,
  [ 14.2978, 0.0000 ] ,
  [ 12.2077, 0.0000 ] ,
  [ 6.9219, 0.0000 ] ,
  [ 4.8533, 0.0000 ] ,
  [ 5.9118, 2.2670 ] ,
  [ 11.3903, 0.0000 ] ]
70000	-51.67114	0	-51.67114	[ [ 7.1649, 0.0000 ] ,
  [ 9.8796, 6.6443 ] ,
  [ 11.9746, 9.0187 ] ,
  [ 6.1658, 0.0000 ] ,
  [ 1.8039, 0.0000 ] ,
  [ 3.3840, 0.0000 ] ,
  [ 9.9373, 0.0000 ] ,
  [ 6.3953, 0.0000 ] ,
  [ 1.4479, 0.0000 ] ,
  [ 4.7930, 0.0000 ] ,
  [ 10.7254, 0.0000 ] ,
  [ 10.6751, 0.0000 ] ,
  [ 10.1212, 0.0000 ] ,
  [ 10.1980, 0.0000 ] ,
  [ 6.1378, 0.0000 ] ,
  [ 0.1700, 0.0000 ] ,
  [ 2.2803, 0.6678 ] ,
  [ 10.0992, 0.0000 ] ]
80000	-41.68476	0	-41.68476	[ [ 5.5297, 0.0000 ] ,
  [ 10.0569, 7.3034 ] ,
  [ 10.9850, 9.9040 ] ,
  [ 5.4557, 0.0000 ] ,
  [ 0.4388, 0.0000 ] ,
  [ 1.0570, 0.0000 ] ,
  [ 11.5248, 0.0000 ] ,
  [ 8.7527, 0.0000 ] ,
  [ 1.8657, 0.0000 ] ,
  [ 0.6765, 0.0000 ] ,
  [ 12.9140, 0.0000 ] ,
  [ 11.4100, 0.0000 ] ,
  [ 10.0266, 0.0000 ] ,
  [ 11.4029, 0.0000 ] ,
  [ 8.1277, 0.0000 ] ,
  [ 2.5520, 0.0000 ] ,
  [ 3.5043, 2.7935 ] ,
  [ 11.5284, 0.0000 ] ]
90000	-55.11603	0	-55.11603	[ [ 8.4960, 0.0000 ] ,
  [ 10.7755, 5.3207 ] ,
  [ 13.3535, 12.3499 ] ,
  [ 5.4888, 0.0000 ] ,
  [ 2.6143, 0.0000 ] ,
  [ 1.5429, 0.0000 ] ,
  [ 13.2529, 0.0000 ] ,
  [ 5.4441, 0.0000 ] ,
  [ 4.0176, 0.0000 ] ,
  [ 1.6330, 0.0000 ] ,
  [ 12.5445, 0.0000 ] ,
  [ 14.9847, 0.0000 ] ,
  [ 9.6386, 0.0000 ] ,
  [ 12.2235, 0.0000 ] ,
  [ 9.7850, 0.0000 ] ,
  [ 7.6711, 0.0000 ] ,
  [ 2.2728, 0.9614 ] ,
  [ 15.7278, 0.0000 ] ]
100000	-51.30561	0	-51.30561	[ [ 8.2666, 0.0000 ] ,
  [ 8.9986, 5.8390 ] ,
  [ 10.4796, 8.2103 ] ,
  [ 7.5940, 0.0000 ] ,
  [ 4.6458, 0.0000 ] ,
  [ 7.2746, 0.0000 ] ,
  [ 9.8006, 0.0000 ] ,
  [ 5.8027, 0.0000 ] ,
  [ 0.4286, 0.0000 ] ,
  [ 7.7379, 0.0000 ] ,
  [ 12.6024, 0.0000 ] ,
  [ 13.4890, 0.0000 ] ,
  [ 10.3973, 0.0000 ] ,
  [ 12.3097, 0.0000 ] ,
  [ 6.2155, 0.0000 ] ,
  [ 4.1364, 0.0000 ] ,
  [ 6.6291, 0.5798 ] ,
  [ 13.0580, 0.0000 ] ]
110000	-56.73031	0	-56.73031	[ [ 10.1303, 0.0000 ] ,
  [ 10.1231, 6.1305 ] ,
  [ 11.5328, 10.9450 ] ,
  [ 6.7140, 0.0000 ] ,
  [ 3.6131, 0.0000 ] ,
  [ 3.3636, 0.0000 ] ,
  [ 11.1521, 0.0000 ] ,
  [ 9.4333, 0.0000 ] ,
  [ 0.4080, 0.0000 ] ,
  [ 4.9939, 0.0000 ] ,
  [ 10.6589, 0.0000 ] ,
  [ 10.0832, 0.0000 ] ,
  [ 11.8114, 0.0000 ] ,
  [ 10.8241, 0.0000 ] ,
  [ 9.9620, 0.0000 ] ,
  [ 4.6085, 0.0000 ] ,
  [ 4.1299, 0.6469 ] ,
  [ 17.3914, 0.0000 ] ]
120000	-53.45122	0	-53.45122	[ [ 9.3320, 0.0000 ] ,
  [ 8.0485, 4.9327 ] ,
  [ 13.0955, 9.6604 ] ,
  [ 8.6635, 0.0000 ] ,
  [ 6.1186, 0.0000 ] ,
  [ 8.7654, 0.0000 ] ,
  [ 11.5445, 0.0000 ] ,
  [ 8.2511, 0.0000 ] ,
  [ 1.8213, 0.0000 ] ,
  [ 4.3570, 0.0000 ] ,
  [ 9.4784, 0.0000 ] ,
  [ 10.5361, 0.0000 ] ,
  [ 11.4999, 0.0000 ] ,
  [ 13.3091, 0.0000 ] ,
  [ 9.2204, 0.0000 ] ,
  [ 4.6098, 0.0000 ] ,
  [ 2.5411, 1.4603 ] ,
  [ 12.0113, 0.0000 ] ]
130000	-42.83559	0	-42.83559	[ [ 6.2990, 0.0000 ] ,
  [ 6.3448, 4.4656 ] ,
  [ 11.4843, 9.5071 ] ,
  [ 8.1380, 0.0000 ] ,
  [ 1.6489, 0.0000 ] ,
