Iteration	Posterior	Likelihood	Prior	bd
0	-114.9789	0	-114.9789	[ [ 18.9860, 0.0000 ] ,
  [ 12.6082, 2.3668 ] ,
  [ 14.0100, 0.4202 ] ,
  [ 15.9856, 0.0000 ] ,
  [ 18.4036, 3.2157 ] ,
  [ 12.5485, 2.2354 ] ,
  [ 19.5388, 0.0000 ] ,
  [ 11.7947, 0.0000 ] ,
  [ 9.7962, 0.0000 ] ,
  [ 14.3468, 0.0000 ] ,
  [ 13.8939, 0.0000 ] ,
  [ 6.4377, 0.0000 ] ]
10000	-49.01053	0	-49.01053	[ [ 9.9845, 0.0000 ] ,
  [ 10.4959, 3.8616 ] ,
  [ 3.4826, 1.9019 ] ,
  [ 5.5620, 0.0000 ] ,
  [ 12.6672, 4.6444 ] ,
  [ 5.3682, 5.1207 ] ,
  [ 8.2207, 0.0000 ] ,
  [ 7.5879, 0.0000 ] ,
  [ 4.9323, 0.0000 ] ,
  [ 10.2332, 0.0000 ] ,
  [ 2.1073, 0.0000 ] ,
  [ 2.6885, 0.0000 ] ]
20000	-37.03664	0	-37.03664	[ [ 10.0377, 0.0000 ] ,
  [ 6.6717, 4.5319 ] ,
  [ 6.8944, 0.9347 ] ,
  [ 6.1084, 0.0000 ] ,
  [ 8.0667, 4.7142 ] ,
  [ 5.8138, 4.8433 ] ,
  [ 8.0593, 0.0000 ] ,
  [ 6.8154, 0.0000 ] ,
  [ 4.7488, 0.0000 ] ,
  [ 4.1314, 0.0000 ] ,
  [ 3.5884, 0.0000 ] ,
  [ 2.3790, 0.0000 ] ]
30000	-42.58605	0	-42.58605	[ [ 8.3466, 0.0000 ] ,
  [ 5.6613, 3.4805 ] ,
  [ 6.9261, 0.8424 ] ,
  [ 4.8903, 0.0000 ] ,
  [ 7.3333, 5.1866 ] ,
  [ 7.6003, 1.2305 ] ,
  [ 9.1333, 0.0000 ] ,
  [ 5.9185, 0.0000 ] ,
  [ 3.5291, 0.0000 ] ,
  [ 6.1010, 0.0000 ] ,
  [ 4.4409, 0.0000 ] ,
  [ 2.3969, 0.0000 ] ]
40000	-38.67362	0	-38.67362	[ [ 7.6581, 0.0000 ] ,
  [ 6.3892, 4.8052 ] ,
  [ 6.1964, 2.5590 ] ,
  [ 6.0561, 0.0000 ] ,
  [ 8.9179, 3.9732 ] ,
  [ 4.9398, 3.4199 ] ,
  [ 8.5868, 0.0000 ] ,
  [ 7.0503, 0.0000 ] ,
  [ 5.4809, 0.0000 ] ,
  [ 4.3963, 0.0000 ] ,
  [ 5.1066, 0.0000 ] ,
  [ 0.9677, 0.0000 ] ]
50000	-47.16682	0	-47.16682	[ [ 7.1950, 0.0000 ] ,
  [ 6.4259, 3.4940 ] ,
  [ 4.3305, 1.7154 ] ,
  [ 7.8224, 0.0000 ] ,
  [ 9.3344, 3.4571 ] ,
  [ 5.2526, 3.6473 ] ,
  [ 13.9661, 0.0000 ] ,
  [ 7.1073, 0.0000 ] ,
  [ 5.2301, 0.0000 ] ,
  [ 8.0441, 0.0000 ] ,
  [ 5.4184, 0.0000 ] ,
  [ 0.7519, 0.0000 ] ]
60000	-43.90361	0	-43.90361	[ [ 9.7549, 0.0000 ] ,
  [ 5.6106, 3.4543 ] ,
  [ 4.9520, 0.4435 ] ,
  [ 6.6054, 0.0000 ] ,
  [ 8.3853, 5.3135 ] ,
  [ 7.4415, 3.5336 ] ,
  [ 9.0619, 0.0000 ] ,
  [ 5.4734, 0.0000 ] ,
  [ 4.7949, 0.0000 ] ,
  [ 6.1973, 0.0000 ] ,
