Iteration	Posterior	Likelihood	Prior	bd
0	-101.2556	0	-101.2556	[ [ 21.9849, 0.0000 ] ,
  [ 2.6629, 0.0000 ] ,
  [ 20.4491, 0.0000 ] ,
  [ 6.3351, 0.0000 ] ,
  [ 7.4073, 0.0000 ] ,
  [ 18.0892, 3.4288 ] ,
  [ 20.7488, 0.0000 ] ,
  [ 12.0542, 0.0000 ] ,
  [ 10.7886, 0.0000 ] ,
  [ 11.2979, 0.0000 ] ]
10000	-31.56183	0	-31.56183	[ [ 11.8244, 0.0000 ] ,
  [ 2.5963, 0.0000 ] ,
  [ 9.9479, 0.0000 ] ,
  [ 2.5287, 0.0000 ] ,
  [ 5.3368, 0.0000 ] ,
  [ 7.3999, 4.4510 ] ,
  [ 8.5887, 0.0000 ] ,
  [ 8.7582, 0.0000 ] ,
  [ 4.1396, 0.0000 ] ,
  [ 3.5983, 0.0000 ] ]
20000	-29.37829	0	-29.37829	[ [ 10.3703, 0.0000 ] ,
  [ 4.0208, 0.0000 ] ,
  [ 12.2671, 0.0000 ] ,
  [ 4.5828, 0.0000 ] ,
  [ 2.0286, 0.0000 ] ,
  [ 8.3518, 7.9639 ] ,
  [ 6.6623, 0.0000 ] ,
  [ 7.4162, 0.0000 ] ,
  [ 0.3293, 0.0000 ] ,
  [ 2.7795, 0.0000 ] ]
30000	-29.40362	0	-29.40362	[ [ 13.0883, 0.0000 ] ,
  [ 1.9018, 0.0000 ] ,
  [ 11.9038, 0.0000 ] ,
  [ 1.7141, 0.0000 ] ,
  [ 5.2568, 0.0000 ] ,
  [ 8.3636, 8.1201 ] ,
  [ 7.9730, 0.0000 ] ,
  [ 6.3082, 0.0000 ] ,
  [ 6.6688, 0.0000 ] ,
  [ 2.9137, 0.0000 ] ]
40000	-24.63586	0	-24.63586	[ [ 10.2820, 0.0000 ] ,
  [ 1.4980, 0.0000 ] ,
  [ 10.1643, 0.0000 ] ,
  [ 0.5993, 0.0000 ] ,
  [ 2.7472, 0.0000 ] ,
  [ 8.4000, 6.9241 ] ,
  [ 8.4586, 0.0000 ] ,
  [ 6.6844, 0.0000 ] ,
  [ 3.0519, 0.0000 ] ,
  [ 3.5404, 0.0000 ] ]
50000	-28.46825	0	-28.46825	[ [ 10.1099, 0.0000 ] ,
  [ 3.3099, 0.0000 ] ,
  [ 9.7250, 0.0000 ] ,
  [ 3.6871, 0.0000 ] ,
  [ 5.5147, 0.0000 ] ,
  [ 8.7231, 2.7209 ] ,
  [ 6.1070, 0.0000 ] ,
  [ 8.0084, 0.0000 ] ,
  [ 4.3757, 0.0000 ] ,
  [ 8.2159, 0.0000 ] ]
60000	-24.98555	0	-24.98555	[ [ 10.7794, 0.0000 ] ,
  [ 1.4561, 0.0000 ] ,
  [ 11.9591, 0.0000 ] ,
  [ 1.2066, 0.0000 ] ,
  [ 6.5711, 0.0000 ] ,
  [ 6.9848, 4.4254 ] ,
  [ 6.4550, 0.0000 ] ,
  [ 4.5776, 0.0000 ] ,
  [ 2.1427, 0.0000 ] ,
  [ 1.9671, 0.0000 ] ]
70000	-27.8738	0	-27.8738	[ [ 13.6952, 0.0000 ] ,
  [ 3.0714, 0.0000 ] ,
