Iteration	Posterior	Likelihood	Prior	bd
0	-166.4701	0	-166.4701	[ [ 18.4698, 5.6053 ] ,
  [ 1.0006, 0.0000 ] ,
  [ 10.8610, 0.0000 ] ,
  [ 16.6797, 0.0000 ] ,
  [ 17.7995, 0.0000 ] ,
  [ 15.8077, 0.0000 ] ,
  [ 14.0213, 0.0000 ] ,
  [ 13.3209, 0.0000 ] ,
  [ 18.5369, 5.9732 ] ,
  [ 18.9763, 0.0000 ] ]
10000	-34.28057	0	-34.28057	[ [ 10.3137, 3.9691 ] ,
  [ 3.1750, 0.0000 ] ,
  [ 1.1595, 0.0000 ] ,
  [ 10.4963, 0.0000 ] ,
  [ 9.1269, 0.0000 ] ,
  [ 9.9941, 0.0000 ] ,
  [ 7.2844, 0.0000 ] ,
  [ 7.8608, 0.0000 ] ,
  [ 9.9450, 8.6589 ] ,
  [ 7.6668, 0.0000 ] ]
20000	-25.08324	0	-25.08324	[ [ 9.3801, 7.9713 ] ,
  [ 1.1030, 0.0000 ] ,
  [ 0.8393, 0.0000 ] ,
  [ 7.4537, 0.0000 ] ,
  [ 7.9929, 0.0000 ] ,
  [ 6.9032, 0.0000 ] ,
  [ 6.7742, 0.0000 ] ,
  [ 7.5423, 0.0000 ] ,
  [ 7.4162, 6.7121 ] ,
  [ 7.6155, 0.0000 ] ]
30000	-31.78188	0	-31.78188	[ [ 11.5793, 9.4846 ] ,
  [ 4.3432, 0.0000 ] ,
  [ 3.0761, 0.0000 ] ,
  [ 6.7348, 0.0000 ] ,
  [ 8.3413, 0.0000 ] ,
  [ 8.4374, 0.0000 ] ,
  [ 5.0445, 0.0000 ] ,
  [ 4.1180, 0.0000 ] ,
  [ 8.0985, 7.3782 ] ,
  [ 9.7625, 0.0000 ] ]
40000	-34.32237	0	-34.32237	[ [ 7.7874, 4.3521 ] ,
  [ 2.8993, 0.0000 ] ,
  [ 1.7153, 0.0000 ] ,
  [ 9.0260, 0.0000 ] ,
  [ 7.2382, 0.0000 ] ,
  [ 8.4461, 0.0000 ] ,
  [ 4.4709, 0.0000 ] ,
  [ 4.8529, 0.0000 ] ,
  [ 7.9872, 7.1244 ] ,
  [ 10.9490, 0.0000 ] ]
50000	-36.73982	0	-36.73982	[ [ 9.8259, 8.1721 ] ,
  [ 2.2881, 0.0000 ] ,
  [ 1.9549, 0.0000 ] ,
  [ 8.9525, 0.0000 ] ,
  [ 9.4706, 0.0000 ] ,
  [ 10.2691, 0.0000 ] ,
  [ 6.8457, 0.0000 ] ,
  [ 7.3377, 0.0000 ] ,
  [ 7.5787, 6.3056 ] ,
  [ 10.5203, 0.0000 ] ]
60000	-38.39775	0	-38.39775	[ [ 9.3015, 4.5419 ] ,
  [ 7.7091, 0.0000 ] ,
  [ 2.8790, 0.0000 ] ,
  [ 9.1803, 0.0000 ] ,
  [ 10.8934, 0.0000 ] ,
  [ 8.2128, 0.0000 ] ,
  [ 4.8206, 0.0000 ] ,
  [ 6.5538, 0.0000 ] ,
  [ 9.3455, 7.7520 ] ,
  [ 7.4715, 0.0000 ] ]
70000	-29.70974	0	-29.70974	[ [ 10.0133, 6.2314 ] ,
  [ 1.9639, 0.0000 ] ,
  [ 3.0099, 0.0000 ] ,
  [ 7.2883, 0.0000 ] ,
  [ 6.8034, 0.0000 ] ,
  [ 8.0634, 0.0000 ] ,
  [ 6.9333, 0.0000 ] ,
  [ 3.8001, 0.0000 ] ,
  [ 10.2405, 3.9796 ] ,
  [ 9.8503, 0.0000 ] ]
80000	-47.40271	0	-47.40271	[ [ 8.9657, 7.8383 ] ,
  [ 1.4919, 0.0000 ] ,
  [ 3.9774, 0.0000 ] ,
  [ 10.0896, 0.0000 ] ,
  [ 18.2172, 0.0000 ] ,
  [ 8.9042, 0.0000 ] ,
  [ 7.6045, 0.0000 ] ,
  [ 9.9644, 0.0000 ] ,
  [ 9.7400, 8.1370 ] ,
  [ 7.3662, 0.0000 ] ]
90000	-29.315	0	-29.315	[ [ 9.1630, 6.1986 ] ,
  [ 0.8166, 0.0000 ] ,
  [ 1.9558, 0.0000 ] ,
  [ 7.9923, 0.0000 ] ,
  [ 8.1957, 0.0000 ] ,
  [ 8.7311, 0.0000 ] ,
  [ 6.6645, 0.0000 ] ,
  [ 7.4155, 0.0000 ] ,
  [ 7.6680, 4.6425 ] ,
  [ 9.5249, 0.0000 ] ]
100000	-25.04512	0	-25.04512	[ [ 8.6461, 4.4335 ] ,
  [ 0.5387, 0.0000 ] ,
  [ 0.8288, 0.0000 ] ,
  [ 9.4714, 0.0000 ] ,
  [ 7.8632, 0.0000 ] ,
  [ 8.1591, 0.0000 ] ,
  [ 4.8427, 0.0000 ] ,
  [ 6.3676, 0.0000 ] ,
  [ 6.8352, 5.5357 ] ,
  [ 7.4396, 0.0000 ] ]
110000	-31.17624	0	-31.17624	[ [ 7.3341, 7.0845 ] ,
  [ 3.6960, 0.0000 ] ,
  [ 2.8811, 0.0000 ] ,
  [ 7.2209, 0.0000 ] ,
  [ 7.4152, 0.0000 ] ,
  [ 7.7625, 0.0000 ] ,
  [ 6.2812, 0.0000 ] ,
  [ 7.5105, 0.0000 ] ,
  [ 8.9794, 7.3508 ] ,
  [ 10.3118, 0.0000 ] ]
120000	-36.05237	0	-36.05237	[ [ 10.6548, 8.5900 ] ,
  [ 1.3417, 0.0000 ] ,
  [ 1.0441, 0.0000 ] ,
  [ 7.8386, 0.0000 ] ,
  [ 9.0570, 0.0000 ] ,
  [ 8.5864, 0.0000 ] ,
  [ 5.0297, 0.0000 ] ,
  [ 6.5593, 0.0000 ] ,
  [ 10.4088, 9.5162 ] ,
  [ 11.4328, 0.0000 ] ]
130000	-32.73262	0	-32.73262	[ [ 9.3591, 9.1637 ] ,
  [ 2.1346, 0.0000 ] ,
  [ 4.1886, 0.0000 ] ,
  [ 11.0987, 0.0000 ] ,
  [ 8.8686, 0.0000 ] ,
  [ 10.5492, 0.0000 ] ,
  [ 7.6643, 0.0000 ] ,
  [ 4.0982, 0.0000 ] ,
  [ 9.7445, 4.0752 ] ,
  [ 11.6677, 0.0000 ] ]
140000	-32.07862	0	-32.07862	[ [ 10.1394, 8.8311 ] ,
  [ 1.5945, 0.0000 ] ,
  [ 1.7688, 0.0000 ] ,
  [ 7.8556, 0.0000 ] ,
  [ 8.3876, 0.0000 ] ,
  [ 11.3397, 0.0000 ] ,
  [ 7.5264, 0.0000 ] ,
  [ 9.5184, 0.0000 ] ,
  [ 9.5720, 6.4932 ] ,
  [ 9.0446, 0.0000 ] ]
150000	-33.33582	0	-33.33582	[ [ 9.2369, 7.5476 ] ,
  [ 4.5379, 0.0000 ] ,
  [ 2.8863, 0.0000 ] ,
  [ 9.2632, 0.0000 ] ,
  [ 10.6048, 0.0000 ] ,
  [ 7.4723, 0.0000 ] ,
  [ 5.9964, 0.0000 ] ,
  [ 6.5341, 0.0000 ] ,
  [ 9.1539, 7.2422 ] ,
  [ 7.8015, 0.0000 ] ]
160000	-31.24461	0	-31.24461	[ [ 8.8147, 3.6188 ] ,
  [ 3.8571, 0.0000 ] ,
  [ 3.6251, 0.0000 ] ,
  [ 9.3927, 0.0000 ] ,
  [ 7.1487, 0.0000 ] ,
  [ 7.6878, 0.0000 ] ,
  [ 5.6091, 0.0000 ] ,
  [ 5.4188, 0.0000 ] ,
  [ 9.7390, 6.4299 ] ,
  [ 8.3402, 0.0000 ] ]
170000	-24.66662	0	-24.66662	[ [ 8.4615, 7.0832 ] ,
  [ 0.5968, 0.0000 ] ,
  [ 1.5206, 0.0000 ] ,
  [ 7.3673, 0.0000 ] ,
  [ 10.3531, 0.0000 ] ,
  [ 8.0907, 0.0000 ] ,
  [ 8.2113, 0.0000 ] ,
  [ 3.7596, 0.0000 ] ,
  [ 8.0356, 6.9952 ] ,
  [ 7.8684, 0.0000 ] ]
180000	-28.68678	0	-28.68678	[ [ 8.3737, 6.7319 ] ,
  [ 2.6526, 0.0000 ] ,
  [ 4.0579, 0.0000 ] ,
  [ 7.5367, 0.0000 ] ,
  [ 8.7104, 0.0000 ] ,
  [ 8.3157, 0.0000 ] ,
  [ 6.0858, 0.0000 ] ,
  [ 7.9679, 0.0000 ] ,
  [ 8.7763, 7.0712 ] ,
  [ 9.5527, 0.0000 ] ]
190000	-32.99434	0	-32.99434	[ [ 9.9140, 5.9504 ] ,
  [ 5.6145, 0.0000 ] ,
  [ 0.3775, 0.0000 ] ,
  [ 9.4561, 0.0000 ] ,
  [ 7.9842, 0.0000 ] ,
  [ 10.8088, 0.0000 ] ,
  [ 4.9248, 0.0000 ] ,
  [ 5.1150, 0.0000 ] ,
  [ 7.1809, 3.1453 ] ,
  [ 8.0539, 0.0000 ] ]
200000	-30.51186	0	-30.51186	[ [ 8.9814, 6.7676 ] ,
  [ 2.6085, 0.0000 ] ,
  [ 1.8484, 0.0000 ] ,
  [ 8.6348, 0.0000 ] ,
  [ 10.5735, 0.0000 ] ,
  [ 7.2279, 0.0000 ] ,
  [ 6.0809, 0.0000 ] ,
  [ 6.7459, 0.0000 ] ,
  [ 7.8988, 5.9453 ] ,
  [ 7.6765, 0.0000 ] ]
210000	-31.24754	0	-31.24754	[ [ 9.3603, 8.9941 ] ,
  [ 1.2033, 0.0000 ] ,
  [ 2.4616, 0.0000 ] ,
  [ 7.5353, 0.0000 ] ,
  [ 8.4610, 0.0000 ] ,
  [ 9.2045, 0.0000 ] ,
  [ 7.6776, 0.0000 ] ,
  [ 6.5129, 0.0000 ] ,
  [ 7.9599, 6.5597 ] ,
  [ 7.1519, 0.0000 ] ]
220000	-29.05422	0	-29.05422	[ [ 7.5215, 7.1906 ] ,
  [ 0.8852, 0.0000 ] ,
  [ 6.9041, 0.0000 ] ,
  [ 8.7458, 0.0000 ] ,
  [ 10.6376, 0.0000 ] ,
  [ 7.1662, 0.0000 ] ,
  [ 6.7132, 0.0000 ] ,
  [ 6.2640, 0.0000 ] ,
  [ 7.0584, 6.5445 ] ,
  [ 7.5342, 0.0000 ] ]
230000	-38.15193	0	-38.15193	[ [ 13.5884, 8.1089 ] ,
  [ 1.1252, 0.0000 ] ,
  [ 1.5942, 0.0000 ] ,
  [ 13.4032, 0.0000 ] ,
  [ 9.6400, 0.0000 ] ,
  [ 9.7254, 0.0000 ] ,
  [ 8.5467, 0.0000 ] ,
  [ 6.8250, 0.0000 ] ,
  [ 9.4932, 9.0641 ] ,
  [ 10.0441, 0.0000 ] ]
240000	-33.85735	0	-33.85735	[ [ 9.4815, 3.6684 ] ,
  [ 1.9578, 0.0000 ] ,
  [ 0.8988, 0.0000 ] ,
  [ 8.9762, 0.0000 ] ,
  [ 7.1368, 0.0000 ] ,
  [ 8.2119, 0.0000 ] ,
  [ 5.3425, 0.0000 ] ,
  [ 5.9758, 0.0000 ] ,
  [ 8.9699, 6.7142 ] ,
  [ 9.5277, 0.0000 ] ]
250000	-41.31734	0	-41.31734	[ [ 11.7738, 7.8567 ] ,
  [ 3.7773, 0.0000 ] ,
  [ 2.0841, 0.0000 ] ,
  [ 10.9404, 0.0000 ] ,
  [ 9.5667, 0.0000 ] ,
  [ 7.7770, 0.0000 ] ,
  [ 5.1042, 0.0000 ] ,
  [ 5.5114, 0.0000 ] ,
  [ 10.1386, 6.9983 ] ,
  [ 9.3619, 0.0000 ] ]
260000	-31.01715	0	-31.01715	[ [ 10.4933, 7.4864 ] ,
  [ 2.9873, 0.0000 ] ,
  [ 2.7503, 0.0000 ] ,
  [ 8.8778, 0.0000 ] ,
  [ 8.0415, 0.0000 ] ,
  [ 8.8877, 0.0000 ] ,
  [ 3.7873, 0.0000 ] ,
  [ 6.4478, 0.0000 ] ,
  [ 7.4157, 7.1731 ] ,
  [ 9.5190, 0.0000 ] ]
270000	-27.31102	0	-27.31102	[ [ 9.0651, 4.9824 ] ,
  [ 1.7717, 0.0000 ] ,
  [ 3.4355, 0.0000 ] ,
  [ 8.9315, 0.0000 ] ,
  [ 6.7308, 0.0000 ] ,
  [ 8.2065, 0.0000 ] ,
  [ 5.8230, 0.0000 ] ,
  [ 7.6870, 0.0000 ] ,
  [ 7.2418, 6.5976 ] ,
  [ 7.8592, 0.0000 ] ]
280000	-28.88332	0	-28.88332	[ [ 9.0810, 7.8872 ] ,
  [ 0.5093, 0.0000 ] ,
  [ 1.2603, 0.0000 ] ,
  [ 8.1484, 0.0000 ] ,
  [ 7.4608, 0.0000 ] ,
  [ 8.4458, 0.0000 ] ,
  [ 4.7061, 0.0000 ] ,
  [ 4.6822, 0.0000 ] ,
  [ 8.7690, 7.4326 ] ,
  [ 7.8331, 0.0000 ] ]
290000	-37.37468	0	-37.37468	[ [ 8.2144, 7.3038 ] ,
  [ 3.6745, 0.0000 ] ,
  [ 1.6896, 0.0000 ] ,
  [ 6.9397, 0.0000 ] ,
  [ 8.3318, 0.0000 ] ,
  [ 8.9494, 0.0000 ] ,
  [ 6.7311, 0.0000 ] ,
  [ 7.4992, 0.0000 ] ,
  [ 9.1143, 3.1763 ] ,
  [ 7.8792, 0.0000 ] ]
300000	-37.20349	0	-37.20349	[ [ 11.7461, 8.8231 ] ,
  [ 3.4155, 0.0000 ] ,
  [ 3.8885, 0.0000 ] ,
  [ 8.8920, 0.0000 ] ,
  [ 10.2788, 0.0000 ] ,
  [ 8.2239, 0.0000 ] ,
  [ 4.3363, 0.0000 ] ,
  [ 7.7464, 0.0000 ] ,
  [ 8.9821, 8.5273 ] ,
  [ 8.7167, 0.0000 ] ]
310000	-21.90406	0	-21.90406	[ [ 9.1696, 7.9330 ] ,
  [ 1.9740, 0.0000 ] ,
  [ 1.0200, 0.0000 ] ,
  [ 9.1069, 0.0000 ] ,
  [ 9.5030, 0.0000 ] ,
  [ 7.9649, 0.0000 ] ,
  [ 4.1084, 0.0000 ] ,
  [ 5.9781, 0.0000 ] ,
  [ 9.2660, 7.6047 ] ,
  [ 9.1398, 0.0000 ] ]
320000	-29.05427	0	-29.05427	[ [ 10.5815, 5.8185 ] ,
  [ 0.6464, 0.0000 ] ,
  [ 1.0624, 0.0000 ] ,
  [ 9.9238, 0.0000 ] ,
  [ 8.9126, 0.0000 ] ,
  [ 8.1057, 0.0000 ] ,
  [ 6.6861, 0.0000 ] ,
  [ 6.3652, 0.0000 ] ,
  [ 9.1003, 7.5596 ] ,
  [ 7.5776, 0.0000 ] ]
330000	-36.85652	0	-36.85652	[ [ 10.0573, 6.1273 ] ,
  [ 1.3332, 0.0000 ] ,
  [ 4.9938, 0.0000 ] ,
  [ 8.0788, 0.0000 ] ,
  [ 9.7680, 0.0000 ] ,
  [ 10.8115, 0.0000 ] ,
  [ 3.7363, 0.0000 ] ,
  [ 4.0074, 0.0000 ] ,
  [ 9.8993, 6.7708 ] ,
  [ 9.8807, 0.0000 ] ]
340000	-37.91732	0	-37.91732	[ [ 10.8626, 7.5101 ] ,
  [ 3.0409, 0.0000 ] ,
  [ 7.0670, 0.0000 ] ,
  [ 9.9342, 0.0000 ] ,
  [ 8.6474, 0.0000 ] ,
  [ 9.1092, 0.0000 ] ,
  [ 7.6054, 0.0000 ] ,
  [ 7.3768, 0.0000 ] ,
  [ 10.1672, 7.4588 ] ,
  [ 8.4932, 0.0000 ] ]
350000	-32.56829	0	-32.56829	[ [ 8.8123, 7.1274 ] ,
  [ 2.5159, 0.0000 ] ,
  [ 3.5306, 0.0000 ] ,
  [ 8.6490, 0.0000 ] ,
  [ 9.8728, 0.0000 ] ,
  [ 10.8059, 0.0000 ] ,
  [ 4.3145, 0.0000 ] ,
  [ 6.9815, 0.0000 ] ,
  [ 8.6005, 5.6108 ] ,
  [ 7.0257, 0.0000 ] ]
360000	-32.37379	0	-32.37379	[ [ 9.9426, 9.0532 ] ,
  [ 1.5881, 0.0000 ] ,
  [ 3.9261, 0.0000 ] ,
  [ 8.6908, 0.0000 ] ,
  [ 9.5407, 0.0000 ] ,
  [ 7.5081, 0.0000 ] ,
  [ 7.2797, 0.0000 ] ,
  [ 7.6024, 0.0000 ] ,
  [ 8.6793, 6.3856 ] ,
  [ 8.3700, 0.0000 ] ]
370000	-29.1486	0	-29.1486	[ [ 9.1453, 6.7078 ] ,
  [ 2.5222, 0.0000 ] ,
  [ 4.8390, 0.0000 ] ,
  [ 7.5758, 0.0000 ] ,
  [ 7.4553, 0.0000 ] ,
  [ 7.9260, 0.0000 ] ,
  [ 5.1518, 0.0000 ] ,
  [ 7.3727, 0.0000 ] ,
  [ 7.9147, 7.0415 ] ,
  [ 8.4280, 0.0000 ] ]
380000	-39.2438	0	-39.2438	[ [ 9.7692, 5.9663 ] ,
  [ 0.6834, 0.0000 ] ,
  [ 7.2528, 0.0000 ] ,
  [ 7.9034, 0.0000 ] ,
  [ 10.7810, 0.0000 ] ,
  [ 8.3613, 0.0000 ] ,
  [ 5.5403, 0.0000 ] ,
  [ 7.6611, 0.0000 ] ,
  [ 9.7066, 5.3558 ] ,
