Iteration	Posterior	Likelihood	Prior	bd
0	-88.50817	0	-88.50817	[ [ 27.2223, 0.0000 ] ,
  [ 8.5404, 0.5934 ] ,
  [ 2.2059, 0.0000 ] ,
  [ 2.9871, 0.0000 ] ,
  [ 16.6657, 3.3688 ] ,
  [ 11.9924, 0.0000 ] ,
  [ 17.3979, 0.0000 ] ,
  [ 16.4071, 0.0000 ] ,
  [ 14.9849, 0.0000 ] ,
  [ 2.3271, 0.0000 ] ]
10000	-20.37913	0	-20.37913	[ [ 11.8129, 0.0000 ] ,
  [ 3.5092, 0.9421 ] ,
  [ 2.0840, 0.0000 ] ,
  [ 0.5878, 0.0000 ] ,
  [ 5.9903, 2.9176 ] ,
  [ 4.8568, 0.0000 ] ,
  [ 4.3894, 0.0000 ] ,
  [ 0.6443, 0.0000 ] ,
  [ 3.0591, 0.0000 ] ,
  [ 2.8992, 0.0000 ] ]
20000	-17.75852	0	-17.75852	[ [ 11.0560, 0.0000 ] ,
  [ 1.4436, 0.6541 ] ,
  [ 2.6154, 0.0000 ] ,
  [ 0.6740, 0.0000 ] ,
  [ 8.9354, 4.4681 ] ,
  [ 2.6527, 0.0000 ] ,
  [ 0.2025, 0.0000 ] ,
  [ 4.7425, 0.0000 ] ,
  [ 2.6084, 0.0000 ] ,
  [ 1.1077, 0.0000 ] ]
30000	-20.83345	0	-20.83345	[ [ 12.0415, 0.0000 ] ,
  [ 4.4371, 0.1841 ] ,
  [ 2.2995, 0.0000 ] ,
  [ 0.8397, 0.0000 ] ,
  [ 7.8421, 4.2347 ] ,
  [ 0.7072, 0.0000 ] ,
  [ 6.4506, 0.0000 ] ,
  [ 2.8903, 0.0000 ] ,
  [ 0.8854, 0.0000 ] ,
  [ 1.7434, 0.0000 ] ]
40000	-22.04148	0	-22.04148	[ [ 13.6829, 0.0000 ] ,
  [ 1.6866, 0.7972 ] ,
  [ 3.6438, 0.0000 ] ,
  [ 1.1649, 0.0000 ] ,
  [ 7.2369, 5.6257 ] ,
  [ 3.4578, 0.0000 ] ,
  [ 3.9369, 0.0000 ] ,
  [ 4.5637, 0.0000 ] ,
  [ 3.1269, 0.0000 ] ,
  [ 3.0829, 0.0000 ] ]
50000	-27.83798	0	-27.83798	[ [ 14.7868, 0.0000 ] ,
  [ 3.2120, 0.4289 ] ,
  [ 5.6326, 0.0000 ] ,
  [ 3.3556, 0.0000 ] ,
  [ 6.1500, 4.6683 ] ,
  [ 5.7965, 0.0000 ] ,
  [ 3.7803, 0.0000 ] ,
  [ 4.5384, 0.0000 ] ,
  [ 2.6157, 0.0000 ] ,
  [ 5.0318, 0.0000 ] ]
60000	-27.02533	0	-27.02533	[ [ 16.9784, 0.0000 ] ,
  [ 2.8867, 0.2967 ] ,
  [ 4.3502, 0.0000 ] ,
  [ 3.9264, 0.0000 ] ,
  [ 6.8925, 2.3860 ] ,
  [ 3.9189, 0.0000 ] ,
  [ 1.6462, 0.0000 ] ,
  [ 7.3052, 0.0000 ] ,
  [ 2.6299, 0.0000 ] ,
  [ 2.8600, 0.0000 ] ]
70000	-24.23241	0	-24.23241	[ [ 11.6899, 0.0000 ] ,
  [ 4.3981, 1.6945 ] ,
  [ 2.1022, 0.0000 ] ,
  [ 4.8091, 0.0000 ] ,
  [ 9.7150, 5.0693 ] ,
  [ 4.2718, 0.0000 ] ,
  [ 0.4694, 0.0000 ] ,
  [ 1.1520, 0.0000 ] ,
  [ 3.7037, 0.0000 ] ,
  [ 3.7406, 0.0000 ] ]
80000	-14.85305	0	-14.85305	[ [ 10.1599, 0.0000 ] ,
  [ 2.4033, 0.1667 ] ,
  [ 1.0143, 0.0000 ] ,
  [ 1.5319, 0.0000 ] ,
  [ 8.2339, 7.1909 ] ,
  [ 1.2745, 0.0000 ] ,
  [ 0.5245, 0.0000 ] ,
  [ 2.7941, 0.0000 ] ,
  [ 0.6040, 0.0000 ] ,
  [ 0.6882, 0.0000 ] ]
90000	-25.82893	0	-25.82893	[ [ 9.7482, 0.0000 ] ,
  [ 4.2840, 1.9060 ] ,
  [ 1.4762, 0.0000 ] ,
  [ 7.5676, 0.0000 ] ,
  [ 11.5554, 4.0936 ] ,
  [ 3.9861, 0.0000 ] ,
  [ 2.0475, 0.0000 ] ,
  [ 2.5619, 0.0000 ] ,
  [ 2.0104, 0.0000 ] ,
  [ 3.9056, 0.0000 ] ]
100000	-30.51589	0	-30.51589	[ [ 12.1974, 0.0000 ] ,
  [ 5.1125, 2.8961 ] ,
  [ 2.6583, 0.0000 ] ,
  [ 4.5826, 0.0000 ] ,
  [ 8.9049, 7.3526 ] ,
  [ 4.7883, 0.0000 ] ,
  [ 2.0423, 0.0000 ] ,
  [ 5.7919, 0.0000 ] ,
  [ 3.9276, 0.0000 ] ,
  [ 1.3365, 0.0000 ] ]
110000	-10.83793	0	-10.83793	[ [ 11.0939, 0.0000 ] ,
  [ 2.5729, 0.1716 ] ,
  [ 3.7972, 0.0000 ] ,
  [ 0.8448, 0.0000 ] ,
  [ 9.2389, 7.6878 ] ,
  [ 1.7819, 0.0000 ] ,
  [ 3.7770, 0.0000 ] ,
  [ 0.9500, 0.0000 ] ,
  [ 0.9924, 0.0000 ] ,
  [ 1.2024, 0.0000 ] ]
120000	-18.31	0	-18.31	[ [ 12.8676, 0.0000 ] ,
  [ 4.3176, 2.1061 ] ,
  [ 4.3176, 0.0000 ] ,
  [ 1.0561, 0.0000 ] ,
  [ 8.1332, 4.1539 ] ,
  [ 3.2326, 0.0000 ] ,
  [ 1.0914, 0.0000 ] ,
  [ 3.0511, 0.0000 ] ,
  [ 1.6169, 0.0000 ] ,
  [ 0.9824, 0.0000 ] ]
130000	-24.71094	0	-24.71094	[ [ 13.1782, 0.0000 ] ,
  [ 7.0238, 1.2808 ] ,
  [ 1.0964, 0.0000 ] ,
  [ 2.7843, 0.0000 ] ,
  [ 9.5623, 6.5173 ] ,
  [ 3.9950, 0.0000 ] ,
  [ 2.4488, 0.0000 ] ,
  [ 0.3948, 0.0000 ] ,
  [ 3.6496, 0.0000 ] ,
  [ 1.9891, 0.0000 ] ]
140000	-22.80882	0	-22.80882	[ [ 11.5080, 0.0000 ] ,
  [ 4.5342, 2.6495 ] ,
  [ 3.5419, 0.0000 ] ,
  [ 1.0235, 0.0000 ] ,
