Iteration	Posterior	Likelihood	Prior	bd
0	-141.3762	0	-141.3762	[ [ 23.5376, 2.0659 ] ,
  [ 8.1149, 0.0000 ] ,
  [ 8.1288, 0.0000 ] ,
  [ 16.5540, 0.0000 ] ,
  [ 3.5623, 0.0000 ] ,
  [ 23.4516, 0.0000 ] ,
  [ 12.9538, 0.0000 ] ,
  [ 9.3574, 0.0000 ] ,
  [ 13.4983, 0.0000 ] ,
  [ 13.6544, 2.9925 ] ,
  [ 13.8715, 0.0000 ] ,
  [ 16.4191, 3.6748 ] ]
10000	-21.10578	0	-21.10578	[ [ 12.1804, 0.6742 ] ,
  [ 3.1685, 0.0000 ] ,
  [ 1.4540, 0.0000 ] ,
  [ 2.5169, 0.0000 ] ,
  [ 1.9914, 0.0000 ] ,
  [ 11.2091, 0.0000 ] ,
  [ 9.4730, 0.0000 ] ,
  [ 1.3050, 0.0000 ] ,
  [ 0.9993, 0.0000 ] ,
  [ 1.1067, 0.2942 ] ,
  [ 0.0647, 0.0000 ] ,
  [ 1.5402, 1.2290 ] ]
20000	-24.39622	0	-24.39622	[ [ 11.5349, 0.7911 ] ,
  [ 3.9537, 0.0000 ] ,
  [ 0.6318, 0.0000 ] ,
  [ 5.4641, 0.0000 ] ,
  [ 0.6421, 0.0000 ] ,
  [ 10.9856, 0.0000 ] ,
  [ 8.2813, 0.0000 ] ,
  [ 2.1581, 0.0000 ] ,
  [ 1.4771, 0.0000 ] ,
  [ 2.4816, 0.4733 ] ,
  [ 1.8522, 0.0000 ] ,
  [ 3.9630, 1.0794 ] ]
30000	-22.93739	0	-22.93739	[ [ 12.1822, 0.0451 ] ,
  [ 3.1656, 0.0000 ] ,
  [ 1.1843, 0.0000 ] ,
  [ 2.1122, 0.0000 ] ,
  [ 1.1608, 0.0000 ] ,
  [ 11.2943, 0.0000 ] ,
  [ 6.2778, 0.0000 ] ,
  [ 4.3084, 0.0000 ] ,
  [ 0.8320, 0.0000 ] ,
  [ 2.7931, 1.0111 ] ,
  [ 4.4186, 0.0000 ] ,
  [ 0.6206, 0.0059 ] ]
40000	-28.57588	0	-28.57588	[ [ 12.9841, 0.5366 ] ,
  [ 1.1739, 0.0000 ] ,
  [ 1.6711, 0.0000 ] ,
  [ 3.0968, 0.0000 ] ,
  [ 2.3906, 0.0000 ] ,
  [ 12.1995, 0.0000 ] ,
  [ 5.9759, 0.0000 ] ,
  [ 2.3207, 0.0000 ] ,
  [ 0.9353, 0.0000 ] ,
  [ 1.8742, 0.5986 ] ,
  [ 3.5010, 0.0000 ] ,
  [ 3.1783, 0.9926 ] ]
50000	-27.83804	0	-27.83804	[ [ 12.6792, 0.1732 ] ,
  [ 3.1162, 0.0000 ] ,
  [ 2.2842, 0.0000 ] ,
  [ 3.9075, 0.0000 ] ,
  [ 1.7415, 0.0000 ] ,
  [ 10.8736, 0.0000 ] ,
  [ 6.9199, 0.0000 ] ,
  [ 3.7116, 0.0000 ] ,
  [ 2.0153, 0.0000 ] ,
  [ 5.1255, 1.5108 ] ,
  [ 3.7785, 0.0000 ] ,
  [ 2.6754, 1.3995 ] ]
60000	-27.27184	0	-27.27184	[ [ 15.1052, 1.6045 ] ,
  [ 1.6134, 0.0000 ] ,
  [ 2.6791, 0.0000 ] ,
  [ 3.0328, 0.0000 ] ,
  [ 1.1830, 0.0000 ] ,
  [ 11.9840, 0.0000 ] ,
  [ 8.3315, 0.0000 ] ,
  [ 0.7468, 0.0000 ] ,
  [ 1.7640, 0.0000 ] ,
  [ 4.6050, 1.5318 ] ,
  [ 1.9485, 0.0000 ] ,
  [ 2.5324, 0.6500 ] ]
70000	-26.51277	0	-26.51277	[ [ 11.8577, 0.6931 ] ,
  [ 3.6056, 0.0000 ] ,
  [ 0.9343, 0.0000 ] ,
