Iteration	Posterior	Likelihood	Prior	bd
0	-133.0088	0	-133.0088	[ [ 13.3717, 0.0000 ] ,
  [ 9.8724, 0.7804 ] ,
  [ 10.1702, 0.0000 ] ,
  [ 14.5227, 0.0000 ] ,
  [ 18.6981, 5.6255 ] ,
  [ 16.6859, 4.1256 ] ,
  [ 13.3457, 0.0000 ] ,
  [ 8.9261, 2.3854 ] ,
  [ 11.7576, 0.0000 ] ,
  [ 12.9746, 0.0000 ] ,
  [ 10.0750, 0.0000 ] ]
10000	-41.7527	0	-41.7527	[ [ 6.9409, 0.0000 ] ,
  [ 5.6235, 3.6254 ] ,
  [ 2.9830, 0.0000 ] ,
  [ 7.3833, 0.0000 ] ,
  [ 8.5053, 3.8121 ] ,
  [ 8.8808, 5.4563 ] ,
  [ 4.8100, 0.0000 ] ,
  [ 3.7114, 3.0526 ] ,
  [ 7.3577, 0.0000 ] ,
  [ 3.7373, 0.0000 ] ,
  [ 5.7136, 0.0000 ] ]
20000	-44.40207	0	-44.40207	[ [ 8.2907, 0.0000 ] ,
  [ 6.3328, 5.2689 ] ,
  [ 4.2779, 0.0000 ] ,
  [ 8.4522, 0.0000 ] ,
  [ 7.9760, 3.0463 ] ,
  [ 6.9742, 5.9345 ] ,
  [ 7.9255, 0.0000 ] ,
  [ 5.6793, 2.6518 ] ,
  [ 4.7188, 0.0000 ] ,
  [ 9.3501, 0.0000 ] ,
  [ 5.6391, 0.0000 ] ]
30000	-30.61487	0	-30.61487	[ [ 6.4698, 0.0000 ] ,
  [ 6.5880, 3.2805 ] ,
  [ 1.9424, 0.0000 ] ,
  [ 8.6442, 0.0000 ] ,
  [ 7.3368, 5.1210 ] ,
  [ 6.5160, 2.5537 ] ,
  [ 4.8574, 0.0000 ] ,
  [ 4.4247, 3.8595 ] ,
  [ 3.7895, 0.0000 ] ,
  [ 3.9004, 0.0000 ] ,
  [ 4.7885, 0.0000 ] ]
40000	-36.81457	0	-36.81457	[ [ 10.2925, 0.0000 ] ,
  [ 5.6516, 5.2411 ] ,
  [ 3.4452, 0.0000 ] ,
  [ 7.3735, 0.0000 ] ,
  [ 8.9363, 5.0423 ] ,
  [ 9.2555, 5.2493 ] ,
  [ 6.0977, 0.0000 ] ,
  [ 6.1631, 4.9576 ] ,
  [ 6.1102, 0.0000 ] ,
  [ 4.9182, 0.0000 ] ,
  [ 7.1917, 0.0000 ] ]
50000	-35.35711	0	-35.35711	[ [ 8.3067, 0.0000 ] ,
  [ 5.7127, 4.2783 ] ,
  [ 3.1354, 0.0000 ] ,
  [ 7.8206, 0.0000 ] ,
  [ 6.7532, 3.5370 ] ,
  [ 7.4812, 4.5132 ] ,
  [ 5.0802, 0.0000 ] ,
  [ 4.8852, 4.3306 ] ,
  [ 5.1392, 0.0000 ] ,
  [ 5.9874, 0.0000 ] ,
  [ 5.3405, 0.0000 ] ]
60000	-38.24144	0	-38.24144	[ [ 7.1636, 0.0000 ] ,
  [ 5.4423, 4.6029 ] ,
  [ 0.4633, 0.0000 ] ,
  [ 10.8355, 0.0000 ] ,
  [ 9.1371, 2.0928 ] ,
  [ 7.4367, 4.6528 ] ,
  [ 6.3591, 0.0000 ] ,
  [ 6.1627, 5.1785 ] ,
  [ 6.2734, 0.0000 ] ,
  [ 4.9513, 0.0000 ] ,
  [ 5.8812, 0.0000 ] ]
70000	-29.89516	0	-29.89516	[ [ 6.5836, 0.0000 ] ,
  [ 3.8509, 2.8610 ] ,
  [ 2.6388, 0.0000 ] ,
  [ 6.8600, 0.0000 ] ,
  [ 6.9964, 4.8487 ] ,
  [ 6.3998, 2.1856 ] ,
  [ 3.3492, 0.0000 ] ,
  [ 5.7090, 4.4882 ] ,
  [ 5.0185, 0.0000 ] ,
  [ 3.9808, 0.0000 ] ,
  [ 5.6833, 0.0000 ] ]
80000	-44.68317	0	-44.68317	[ [ 9.0603, 0.0000 ] ,
  [ 9.0569, 4.6436 ] ,
  [ 3.5299, 0.0000 ] ,
  [ 8.2478, 0.0000 ] ,
  [ 8.9052, 1.8007 ] ,
  [ 8.1139, 3.7260 ] ,
  [ 6.3754, 0.0000 ] ,
  [ 6.4584, 2.1402 ] ,
  [ 6.0419, 0.0000 ] ,
  [ 6.2862, 0.0000 ] ,
  [ 5.7407, 0.0000 ] ]
90000	-35.40887	0	-35.40887	[ [ 8.6096, 0.0000 ] ,
  [ 6.1273, 3.4480 ] ,
  [ 1.1059, 0.0000 ] ,
  [ 7.8795, 0.0000 ] ,
  [ 7.6128, 3.6171 ] ,
  [ 7.0246, 4.8058 ] ,
  [ 5.0903, 0.0000 ] ,
  [ 5.7690, 3.1101 ] ,
  [ 5.2693, 0.0000 ] ,
  [ 3.7882, 0.0000 ] ,
  [ 6.5828, 0.0000 ] ]
100000	-33.05341	0	-33.05341	[ [ 6.5644, 0.0000 ] ,
  [ 6.4189, 4.7888 ] ,
  [ 2.5028, 0.0000 ] ,
  [ 8.6442, 0.0000 ] ,
  [ 6.7646, 4.9282 ] ,
  [ 7.4524, 4.8927 ] ,
  [ 3.9680, 0.0000 ] ,
  [ 6.0888, 3.2824 ] ,
  [ 6.2537, 0.0000 ] ,
  [ 6.5778, 0.0000 ] ,
  [ 5.9404, 0.0000 ] ]
110000	-42.516	0	-42.516	[ [ 7.9321, 0.0000 ] ,
  [ 5.0016, 0.9518 ] ,
  [ 4.0564, 0.0000 ] ,
  [ 9.8380, 0.0000 ] ,
  [ 7.2745, 2.5614 ] ,
  [ 7.7801, 2.2857 ] ,
  [ 6.5459, 0.0000 ] ,
  [ 3.9423, 2.7214 ] ,
  [ 5.3731, 0.0000 ] ,
  [ 5.4536, 0.0000 ] ,
  [ 7.2380, 0.0000 ] ]
120000	-32.68475	0	-32.68475	[ [ 6.4429, 0.0000 ] ,
  [ 4.4484, 2.8554 ] ,
  [ 2.4517, 0.0000 ] ,
  [ 6.8720, 0.0000 ] ,
  [ 6.9900, 4.9559 ] ,
  [ 6.7135, 3.3853 ] ,
  [ 6.7138, 0.0000 ] ,
  [ 6.8218, 4.1002 ] ,
  [ 6.2111, 0.0000 ] ,
  [ 4.4152, 0.0000 ] ,
  [ 5.8365, 0.0000 ] ]
130000	-36.05128	0	-36.05128	[ [ 8.0269, 0.0000 ] ,
  [ 5.4258, 3.0855 ] ,
  [ 3.4699, 0.0000 ] ,
  [ 7.6374, 0.0000 ] ,
  [ 7.2957, 3.4072 ] ,
  [ 7.7013, 5.6861 ] ,
  [ 4.7952, 0.0000 ] ,
  [ 5.5808, 3.2873 ] ,
  [ 4.7807, 0.0000 ] ,
  [ 5.7453, 0.0000 ] ,
  [ 4.2283, 0.0000 ] ]
140000	-35.723	0	-35.723	[ [ 8.2237, 0.0000 ] ,
  [ 6.2854, 4.0892 ] ,
  [ 5.2795, 0.0000 ] ,
  [ 7.4789, 0.0000 ] ,
  [ 7.4814, 4.5011 ] ,
  [ 8.4499, 2.7448 ] ,
  [ 6.2255, 0.0000 ] ,
  [ 5.6331, 4.6033 ] ,
  [ 4.4666, 0.0000 ] ,
  [ 7.8852, 0.0000 ] ,
  [ 6.2715, 0.0000 ] ]
150000	-35.19881	0	-35.19881	[ [ 6.9864, 0.0000 ] ,
  [ 5.8238, 2.6476 ] ,
  [ 1.4362, 0.0000 ] ,
  [ 8.6365, 0.0000 ] ,
  [ 10.4996, 5.3800 ] ,
  [ 7.2077, 3.8625 ] ,
  [ 4.4876, 0.0000 ] ,
  [ 6.5587, 3.0153 ] ,
  [ 3.5910, 0.0000 ] ,
  [ 3.4628, 0.0000 ] ,
  [ 4.1937, 0.0000 ] ]
160000	-46.68661	0	-46.68661	[ [ 10.6328, 0.0000 ] ,
  [ 5.2103, 2.4361 ] ,
  [ 1.4543, 0.0000 ] ,
  [ 8.0375, 0.0000 ] ,
  [ 12.6950, 3.1005 ] ,
  [ 7.1616, 2.9522 ] ,
  [ 8.4847, 0.0000 ] ,
  [ 9.9712, 4.5048 ] ,
  [ 4.2086, 0.0000 ] ,
  [ 5.0724, 0.0000 ] ,
  [ 6.9352, 0.0000 ] ]
170000	-40.56512	0	-40.56512	[ [ 7.6128, 0.0000 ] ,
  [ 5.6915, 4.3266 ] ,
  [ 3.4412, 0.0000 ] ,
  [ 9.1946, 0.0000 ] ,
  [ 6.7915, 4.0119 ] ,
  [ 7.5340, 5.7225 ] ,
  [ 4.4106, 0.0000 ] ,
  [ 5.7813, 4.2625 ] ,
  [ 7.4763, 0.0000 ] ,
  [ 4.0566, 0.0000 ] ,
  [ 5.2091, 0.0000 ] ]
180000	-37.38314	0	-37.38314	[ [ 8.6345, 0.0000 ] ,
  [ 4.1593, 3.1161 ] ,
  [ 1.4278, 0.0000 ] ,
  [ 8.1341, 0.0000 ] ,
  [ 9.9843, 4.0136 ] ,
  [ 10.2818, 1.9482 ] ,
  [ 4.4864, 0.0000 ] ,
  [ 3.8588, 2.9492 ] ,
  [ 3.5501, 0.0000 ] ,
  [ 6.0741, 0.0000 ] ,
  [ 3.9272, 0.0000 ] ]
190000	-32.81151	0	-32.81151	[ [ 6.6492, 0.0000 ] ,
  [ 6.6391, 3.0621 ] ,
  [ 0.3132, 0.0000 ] ,
  [ 7.6600, 0.0000 ] ,
  [ 7.6858, 5.3286 ] ,
  [ 7.9079, 3.4985 ] ,
  [ 4.3159, 0.0000 ] ,
  [ 6.6108, 3.5546 ] ,
  [ 4.0792, 0.0000 ] ,
  [ 5.9110, 0.0000 ] ,
  [ 5.7018, 0.0000 ] ]
200000	-33.65739	0	-33.65739	[ [ 7.9288, 0.0000 ] ,
  [ 4.1044, 3.2512 ] ,
  [ 1.5771, 0.0000 ] ,
  [ 7.6891, 0.0000 ] ,
  [ 8.9597, 2.8090 ] ,
  [ 6.6509, 5.1248 ] ,
  [ 6.6234, 0.0000 ] ,
  [ 3.8697, 2.4127 ] ,
  [ 4.8576, 0.0000 ] ,
  [ 4.0979, 0.0000 ] ,
  [ 7.1644, 0.0000 ] ]
210000	-36.97673	0	-36.97673	[ [ 7.7108, 0.0000 ] ,
  [ 7.9197, 3.2345 ] ,
  [ 1.9771, 0.0000 ] ,
  [ 7.4772, 0.0000 ] ,
  [ 6.7578, 3.7638 ] ,
  [ 7.4284, 4.1241 ] ,
  [ 6.3098, 0.0000 ] ,
  [ 8.8805, 4.2090 ] ,
  [ 3.9576, 0.0000 ] ,
  [ 5.4648, 0.0000 ] ,
  [ 6.3117, 0.0000 ] ]
220000	-35.68667	0	-35.68667	[ [ 7.9126, 0.0000 ] ,
