Iteration	Posterior	Likelihood	Prior	bd
0	-66.77066	0	-66.77066	[ [ 11.6385, 0.0000 ] ,
  [ 4.8842, 0.0000 ] ,
  [ 5.2402, 0.0000 ] ,
  [ 12.6049, 4.0977 ] ,
  [ 13.1265, 4.3651 ] ,
  [ 4.8592, 0.0000 ] ,
  [ 6.6541, 0.0000 ] ,
  [ 6.7201, 0.0000 ] ,
  [ 8.8493, 0.0000 ] ,
  [ 7.7790, 0.0000 ] ]
10000	-24.91633	0	-24.91633	[ [ 6.9184, 0.0000 ] ,
  [ 2.2366, 0.0000 ] ,
  [ 1.9726, 0.0000 ] ,
  [ 5.5869, 3.4959 ] ,
  [ 7.2055, 3.9110 ] ,
  [ 2.6824, 0.0000 ] ,
  [ 3.4123, 0.0000 ] ,
  [ 1.5163, 0.0000 ] ,
  [ 2.8889, 0.0000 ] ,
  [ 4.4185, 0.0000 ] ]
20000	-25.6302	0	-25.6302	[ [ 4.1084, 0.0000 ] ,
  [ 1.9793, 0.0000 ] ,
  [ 3.6571, 0.0000 ] ,
  [ 6.4603, 4.4947 ] ,
  [ 6.0405, 3.0535 ] ,
  [ 1.9830, 0.0000 ] ,
  [ 1.7550, 0.0000 ] ,
  [ 3.5153, 0.0000 ] ,
  [ 4.3057, 0.0000 ] ,
  [ 1.9586, 0.0000 ] ]
30000	-21.09414	0	-21.09414	[ [ 5.7470, 0.0000 ] ,
  [ 3.3069, 0.0000 ] ,
  [ 3.4019, 0.0000 ] ,
  [ 4.5394, 3.5502 ] ,
  [ 6.7001, 4.2000 ] ,
  [ 1.9289, 0.0000 ] ,
  [ 2.4041, 0.0000 ] ,
  [ 4.2558, 0.0000 ] ,
  [ 1.8881, 0.0000 ] ,
  [ 2.0916, 0.0000 ] ]
40000	-24.7088	0	-24.7088	[ [ 6.5042, 0.0000 ] ,
  [ 3.9841, 0.0000 ] ,
  [ 4.4142, 0.0000 ] ,
  [ 10.9963, 2.7585 ] ,
  [ 5.8436, 3.1769 ] ,
  [ 1.4922, 0.0000 ] ,
  [ 3.4497, 0.0000 ] ,
  [ 1.5748, 0.0000 ] ,
  [ 4.1064, 0.0000 ] ,
  [ 2.6235, 0.0000 ] ]
50000	-22.01349	0	-22.01349	[ [ 4.8937, 0.0000 ] ,
  [ 1.6347, 0.0000 ] ,
  [ 0.4202, 0.0000 ] ,
  [ 5.1796, 3.4518 ] ,
  [ 7.8854, 1.4607 ] ,
  [ 4.6203, 0.0000 ] ,
  [ 1.9738, 0.0000 ] ,
  [ 3.0724, 0.0000 ] ,
  [ 1.1397, 0.0000 ] ,
  [ 0.8485, 0.0000 ] ]
60000	-24.63132	0	-24.63132	[ [ 6.3921, 0.0000 ] ,
  [ 5.2351, 0.0000 ] ,
  [ 3.3935, 0.0000 ] ,
  [ 7.1783, 4.7243 ] ,
  [ 6.9904, 1.2996 ] ,
  [ 3.8607, 0.0000 ] ,
  [ 5.4569, 0.0000 ] ,
  [ 2.1453, 0.0000 ] ,
  [ 3.6966, 0.0000 ] ,
  [ 3.2426, 0.0000 ] ]
70000	-26.585	0	-26.585	[ [ 7.0270, 0.0000 ] ,
  [ 0.6205, 0.0000 ] ,
  [ 2.0354, 0.0000 ] ,
  [ 9.1817, 6.1599 ] ,
  [ 5.8363, 4.3057 ] ,
  [ 1.1686, 0.0000 ] ,
  [ 1.5607, 0.0000 ] ,
  [ 2.9879, 0.0000 ] ,
  [ 5.7838, 0.0000 ] ,
  [ 1.9210, 0.0000 ] ]
80000	-19.21726	0	-19.21726	[ [ 6.7126, 0.0000 ] ,
  [ 3.0107, 0.0000 ] ,
  [ 2.2128, 0.0000 ] ,
  [ 4.4519, 3.8249 ] ,
  [ 7.2966, 4.6769 ] ,
  [ 1.7339, 0.0000 ] ,
  [ 0.3838, 0.0000 ] ,
  [ 3.6309, 0.0000 ] ,
  [ 0.2741, 0.0000 ] ,
  [ 0.6691, 0.0000 ] ]
90000	-20.19909	0	-20.19909	[ [ 5.1547, 0.0000 ] ,
  [ 1.6629, 0.0000 ] ,
  [ 2.8044, 0.0000 ] ,
  [ 7.8423, 4.1519 ] ,
  [ 4.9410, 4.8469 ] ,
  [ 2.8502, 0.0000 ] ,
  [ 0.9681, 0.0000 ] ,
  [ 2.0086, 0.0000 ] ,
  [ 3.7187, 0.0000 ] ,
  [ 1.5799, 0.0000 ] ]
100000	-17.95744	0	-17.95744	[ [ 4.6742, 0.0000 ] ,
  [ 2.4828, 0.0000 ] ,
  [ 4.0567, 0.0000 ] ,
  [ 7.9113, 6.5452 ] ,
  [ 7.0133, 5.0616 ] ,
  [ 4.1267, 0.0000 ] ,
  [ 4.3306, 0.0000 ] ,
  [ 1.4883, 0.0000 ] ,
  [ 2.2609, 0.0000 ] ,
  [ 0.8269, 0.0000 ] ]
110000	-14.83114	0	-14.83114	[ [ 6.9129, 0.0000 ] ,
  [ 1.6009, 0.0000 ] ,
  [ 1.6544, 0.0000 ] ,
  [ 7.5391, 4.3447 ] ,
  [ 7.3790, 6.3570 ] ,
  [ 1.5481, 0.0000 ] ,
  [ 1.7019, 0.0000 ] ,
  [ 0.9472, 0.0000 ] ,
  [ 2.1851, 0.0000 ] ,
  [ 1.2409, 0.0000 ] ]
120000	-22.589	0	-22.589	[ [ 4.5970, 0.0000 ] ,
  [ 4.2704, 0.0000 ] ,
  [ 2.4300, 0.0000 ] ,
  [ 4.4836, 3.3242 ] ,
  [ 4.6928, 2.2078 ] ,
  [ 4.4480, 0.0000 ] ,
  [ 3.8177, 0.0000 ] ,
  [ 6.5022, 0.0000 ] ,
  [ 3.0750, 0.0000 ] ,
  [ 1.5404, 0.0000 ] ]
130000	-19.26517	0	-19.26517	[ [ 6.3248, 0.0000 ] ,
  [ 7.0274, 0.0000 ] ,
  [ 0.8508, 0.0000 ] ,
  [ 9.4381, 4.0790 ] ,
  [ 4.8817, 2.9953 ] ,
  [ 0.8637, 0.0000 ] ,
  [ 1.0445, 0.0000 ] ,
  [ 2.2452, 0.0000 ] ,
  [ 0.0256, 0.0000 ] ,
  [ 0.4034, 0.0000 ] ]
140000	-20.42452	0	-20.42452	[ [ 7.5567, 0.0000 ] ,
  [ 4.3260, 0.0000 ] ,
  [ 1.9140, 0.0000 ] ,
  [ 5.5747, 4.2321 ] ,
  [ 7.9994, 4.3564 ] ,
  [ 3.6894, 0.0000 ] ,
  [ 4.5707, 0.0000 ] ,
  [ 5.0955, 0.0000 ] ,
  [ 3.3696, 0.0000 ] ,
  [ 3.2274, 0.0000 ] ]
150000	-21.22558	0	-21.22558	[ [ 4.5383, 0.0000 ] ,
  [ 3.2457, 0.0000 ] ,
  [ 3.8732, 0.0000 ] ,
  [ 5.8566, 3.0943 ] ,
  [ 6.6378, 3.5242 ] ,
  [ 1.9767, 0.0000 ] ,
  [ 1.6883, 0.0000 ] ,
  [ 3.1364, 0.0000 ] ,
  [ 1.3668, 0.0000 ] ,
  [ 3.6575, 0.0000 ] ]
160000	-23.96583	0	-23.96583	[ [ 4.9285, 0.0000 ] ,
  [ 3.4813, 0.0000 ] ,
  [ 3.1206, 0.0000 ] ,
  [ 8.5029, 3.1828 ] ,
  [ 7.1094, 4.6593 ] ,
  [ 3.4896, 0.0000 ] ,
  [ 2.4091, 0.0000 ] ,
  [ 3.5007, 0.0000 ] ,
  [ 2.2153, 0.0000 ] ,
  [ 4.6687, 0.0000 ] ]
